Date,Close,Open,High,Low,Volume,Diferenca,Diferenca_percentual,Fechamento_minima,High-Low,ticker,Date,ForceIndex
2022-05-03 00:00:00-03:00,15.18000030517578,15.260000228881836,15.420000076293944,15.029999732971191,5388000.0,-0.0699996948242187,-0.4590143922899585,0.1500005722045898,0.3900003433227539,ASAI3.SA,2022-05-03 00:00:00-03:00,
2022-05-04 00:00:00-03:00,15.359999656677246,14.979999542236328,15.520000457763672,14.800000190734863,5127000.0,0.1799993515014648,1.1857664550908569,0.5599994659423828,0.7200002670288086,ASAI3.SA,2022-05-04 00:00:00-03:00,
2022-05-05 00:00:00-03:00,15.020000457763672,15.100000381469728,15.3100004196167,14.869999885559082,6151000.0,-0.3399991989135742,-2.213536500736652,0.1500005722045898,0.4400005340576172,ASAI3.SA,2022-05-05 00:00:00-03:00,
2022-05-06 00:00:00-03:00,14.6899995803833,15.0,15.06999969482422,14.59000015258789,6832100.0,-0.3300008773803711,-2.1970763470236534,0.0999994277954101,0.4799995422363281,ASAI3.SA,2022-05-06 00:00:00-03:00,
2022-05-09 00:00:00-03:00,14.760000228881836,14.579999923706056,14.869999885559082,14.449999809265137,11844800.0,0.0700006484985351,0.4765190639760988,0.3100004196166992,0.4200000762939453,ASAI3.SA,2022-05-09 00:00:00-03:00,
2022-05-10 00:00:00-03:00,15.270000457763672,14.760000228881836,15.539999961853027,14.68000030517578,13119700.0,0.5100002288818359,3.455286049954694,0.5900001525878906,0.8599996566772461,ASAI3.SA,2022-05-10 00:00:00-03:00,
2022-05-11 00:00:00-03:00,15.15999984741211,15.0,15.350000381469728,14.949999809265137,6181500.0,-0.1100006103515625,-0.7203707076225783,0.2100000381469726,0.4000005722045898,ASAI3.SA,2022-05-11 00:00:00-03:00,
2022-05-12 00:00:00-03:00,15.239999771118164,14.970000267028809,15.649999618530272,14.970000267028809,8258700.0,0.0799999237060546,0.5277039875413436,0.2699995040893554,0.6799993515014648,ASAI3.SA,2022-05-12 00:00:00-03:00,
2022-05-13 00:00:00-03:00,15.479999542236328,15.279999732971191,15.670000076293944,15.18000030517578,5016200.0,0.239999771118164,1.5748016714081243,0.2999992370605469,0.489999771118164,ASAI3.SA,2022-05-13 00:00:00-03:00,
2022-05-16 00:00:00-03:00,15.369999885559082,15.5,15.5,15.199999809265137,6824600.0,-0.1099996566772461,-0.7105921184113555,0.1700000762939453,0.3000001907348633,ASAI3.SA,2022-05-16 00:00:00-03:00,
2022-05-17 00:00:00-03:00,15.829999923706056,15.40999984741211,15.850000381469728,15.40999984741211,7407200.0,0.4600000381469726,2.992843471516011,0.4200000762939453,0.4400005340576172,ASAI3.SA,2022-05-17 00:00:00-03:00,
2022-05-18 00:00:00-03:00,15.399999618530272,15.8100004196167,15.829999923706056,15.380000114440918,6842800.0,-0.4300003051757812,-2.7163632801528905,0.0199995040893554,0.4499998092651367,ASAI3.SA,2022-05-18 00:00:00-03:00,
2022-05-19 00:00:00-03:00,15.449999809265137,15.489999771118164,15.520000457763672,15.220000267028809,6219800.0,0.0500001907348632,0.3246765712558783,0.2299995422363281,0.3000001907348633,ASAI3.SA,2022-05-19 00:00:00-03:00,
2022-05-20 00:00:00-03:00,15.960000038146973,15.600000381469728,16.079999923706055,15.5,8142900.0,0.5100002288818359,3.30097239597373,0.4600000381469726,0.5799999237060547,ASAI3.SA,2022-05-20 00:00:00-03:00,
2022-05-23 00:00:00-03:00,15.869999885559082,16.1200008392334,16.229999542236328,15.75,8474400.0,-0.0900001525878906,-0.5639107291527239,0.119999885559082,0.4799995422363281,ASAI3.SA,2022-05-23 00:00:00-03:00,
