Date,Close,Open,High,Low,Volume,Diferenca,Diferenca_percentual,Fechamento_minima,High-Low,ticker,Date,ForceIndex
2022-04-11 00:00:00-03:00,27.01000022888184,27.43000030517578,27.530000686645508,26.940000534057617,628700,-0.5200004577636719,-1.8888501445476464,0.0699996948242187,0.5900001525878906,ALUP11.SA,2022-04-11 00:00:00-03:00,
2022-04-12 00:00:00-03:00,25.81999969482422,25.799999237060547,26.059999465942383,25.6299991607666,1131100,-1.1900005340576172,-4.405777578576803,0.1900005340576172,0.4300003051757812,ALUP11.SA,2022-04-12 00:00:00-03:00,
2022-04-13 00:00:00-03:00,25.450000762939453,25.82999992370605,26.170000076293945,25.450000762939453,1124800,-0.3699989318847656,-1.4329935563823142,0.0,0.7199993133544922,ALUP11.SA,2022-04-13 00:00:00-03:00,
2022-04-14 00:00:00-03:00,25.770000457763672,25.459999084472656,25.770000457763672,25.32999992370605,1502600,0.3199996948242187,1.2573661502211309,0.4400005340576172,0.4400005340576172,ALUP11.SA,2022-04-14 00:00:00-03:00,
2022-04-18 00:00:00-03:00,25.65999984741211,25.790000915527344,25.8799991607666,25.600000381469727,2483000,-0.1100006103515625,-0.4268552906386276,0.0599994659423828,0.279998779296875,ALUP11.SA,2022-04-18 00:00:00-03:00,
2022-04-19 00:00:00-03:00,25.59000015258789,25.59000015258789,25.850000381469727,25.479999542236328,786000,-0.0699996948242187,-0.2727969417009888,0.1100006103515625,0.3700008392333984,ALUP11.SA,2022-04-19 00:00:00-03:00,
2022-04-20 00:00:00-03:00,25.600000381469727,25.59000015258789,25.8799991607666,25.450000762939453,937300,0.0100002288818359,0.0390786589378961,0.1499996185302734,0.4299983978271484,ALUP11.SA,2022-04-20 00:00:00-03:00,
2022-04-22 00:00:00-03:00,25.43000030517578,25.440000534057617,25.739999771118164,25.21999931335449,1244200,-0.1700000762939453,-0.6640627881279215,0.210000991821289,0.5200004577636719,ALUP11.SA,2022-04-22 00:00:00-03:00,
2022-04-25 00:00:00-03:00,25.799999237060547,25.399999618530277,25.90999984741211,25.309999465942383,1217500,0.3699989318847656,1.4549702219604796,0.489999771118164,0.6000003814697266,ALUP11.SA,2022-04-25 00:00:00-03:00,
2022-04-26 00:00:00-03:00,26.020000457763672,25.649999618530277,26.149999618530277,25.649999618530277,908200,0.220001220703125,0.8527179349180045,0.3700008392333984,0.5,ALUP11.SA,2022-04-26 00:00:00-03:00,
