Date,Close,Open,High,Low,Volume,Diferenca,Diferenca_percentual,Fechamento_minima,High-Low,ticker,Date,ForceIndex
2022-04-22 00:00:00-03:00,11.4399995803833,11.600000381469728,11.649999618530272,11.300000190734863,8033500,-0.3100004196166992,-2.638301443546382,0.1399993896484375,0.3499994277954101,GOAU4.SA,2022-04-22 00:00:00-03:00,
2022-04-25 00:00:00-03:00,11.229999542236328,11.199999809265137,11.289999961853027,10.9399995803833,17003300,-0.2100000381469726,-1.8356647364486776,0.2899999618530273,0.3500003814697265,GOAU4.SA,2022-04-25 00:00:00-03:00,
2022-04-26 00:00:00-03:00,10.829999923706056,11.210000038146973,11.239999771118164,10.800000190734863,8274800,-0.3999996185302734,-3.561884548844944,0.0299997329711914,0.4399995803833008,GOAU4.SA,2022-04-26 00:00:00-03:00,
2022-04-27 00:00:00-03:00,11.380000114440918,11.039999961853027,11.520000457763672,11.010000228881836,8380700,0.5500001907348633,5.0784874848517205,0.369999885559082,0.5100002288818359,GOAU4.SA,2022-04-27 00:00:00-03:00,
2022-04-28 00:00:00-03:00,11.739999771118164,11.520000457763672,11.789999961853027,11.260000228881836,7546500,0.3599996566772461,3.1634415910103257,0.4799995422363281,0.5299997329711914,GOAU4.SA,2022-04-28 00:00:00-03:00,
2022-04-29 00:00:00-03:00,11.359999656677246,11.899999618530272,11.920000076293944,11.359999656677246,7272100,-0.3800001144409179,-3.23679831217514,0.0,0.5600004196166992,GOAU4.SA,2022-04-29 00:00:00-03:00,
2022-05-02 00:00:00-03:00,11.06999969482422,11.359999656677246,11.380000114440918,10.850000381469728,8243100,-0.2899999618530273,-2.5528166427590406,0.2199993133544922,0.5299997329711914,GOAU4.SA,2022-05-02 00:00:00-03:00,
2022-05-03 00:00:00-03:00,11.300000190734863,11.0600004196167,11.3100004196167,11.039999961853027,7295500,0.2300004959106445,2.077691980589492,0.2600002288818359,0.2700004577636719,GOAU4.SA,2022-05-03 00:00:00-03:00,
2022-05-04 00:00:00-03:00,11.300000190734863,11.220000267028809,11.31999969482422,10.93000030517578,9552200,0.0,0.0,0.369999885559082,0.3899993896484375,GOAU4.SA,2022-05-04 00:00:00-03:00,
2022-05-05 00:00:00-03:00,11.710000038146973,11.34000015258789,11.770000457763672,11.010000228881836,29299000,0.4099998474121094,3.628317172492416,0.6999998092651367,0.7600002288818359,GOAU4.SA,2022-05-05 00:00:00-03:00,
