,Compra param LSTM,Compra param MM,Venda param LSTM,Venda param MM,Compra mes LSTM,Compra mes MM,Venda mes LSTM,Venda mes MM
0,31.165755225896483,25.117999998728433,32.2908558580565,27.968000157674155,20.669816138866416,25.108333365122476,23.699975653467057,28.264000193277994
