,Compra param LSTM,Compra param MM,Venda param LSTM,Venda param MM,Compra mes LSTM,Compra mes MM,Venda mes LSTM,Venda mes MM
0,31.607989789153862,31.156666564941407,36.11926481151989,34.57066663106283,39.84182858145188,29.04266637166341,49.37444861040358,32.654666900634766
