,Compra param LSTM,Compra param MM,Venda param LSTM,Venda param MM,Compra mes LSTM,Compra mes MM,Venda mes LSTM,Venda mes MM
0,33.79245600783159,32.80571392604283,42.169210291687904,37.221428462437224,30.639782012223964,32.59857095990862,30.805389729312687,36.99428612845285
