,Compra param LSTM,Compra param MM,Venda param LSTM,Venda param MM,Compra mes LSTM,Compra mes MM,Venda mes LSTM,Venda mes MM
0,15.840972504195777,17.41285732814244,23.40725896308123,21.605714797973633,13.652671789166398,19.362857273646764,17.757639024977095,23.536672047206334
