,Compra param LSTM,Compra param MM,Venda param LSTM,Venda param MM,Compra mes LSTM,Compra mes MM,Venda mes LSTM,Venda mes MM
0,12.628890288846204,28.967333221435545,22.30584890968619,34.38044687906901,40.37988073600354,38.73066647847494,39.127024921105274,45.56778043111165
