,Compra param LSTM,Compra param MM,Venda param LSTM,Venda param MM,Compra mes LSTM,Compra mes MM,Venda mes LSTM,Venda mes MM
0,11.215756275376187,17.932333421707153,12.079586815179763,20.902266597747804,13.475460417084085,13.180933435757956,11.492313731050018,16.013466588656108
