Date,Close
2022-04-14 00:00:00-03:00,0.0
2022-04-18 00:00:00-03:00,0.0008974564381105665
2022-04-19 00:00:00-03:00,-0.015601858443162087
2022-04-20 00:00:00-03:00,-0.00358830429799184
2022-04-22 00:00:00-03:00,-0.009320292125053697
2022-04-25 00:00:00-03:00,0.015631176265110014
2022-04-26 00:00:00-03:00,-0.04111924544658763
2022-04-27 00:00:00-03:00,-0.08136447497714983
2022-04-28 00:00:00-03:00,-0.12337584101349108
2022-04-29 00:00:00-03:00,-0.18125791584488127
2022-05-02 00:00:00-03:00,-0.22427170199872393
2022-05-03 00:00:00-03:00,-0.2598971661485834
2022-05-04 00:00:00-03:00,-0.2100005419061759
2022-05-05 00:00:00-03:00,-0.24700659877640874
2022-05-06 00:00:00-03:00,-0.27116983830208596
2022-05-09 00:00:00-03:00,-0.22423375454876293
2022-05-10 00:00:00-03:00,-0.2023645823296789
2022-05-11 00:00:00-03:00,-0.21843982935761375
2022-05-12 00:00:00-03:00,-0.2326272765316162
2022-05-13 00:00:00-03:00,-0.20359997843593902
2022-05-16 00:00:00-03:00,-0.16616229213941835
2022-05-17 00:00:00-03:00,-0.09361052894841748
2022-05-18 00:00:00-03:00,-0.06069088972378012
2022-05-19 00:00:00-03:00,-0.017219860301729284
2022-05-20 00:00:00-03:00,0.05501527837686382
2022-05-23 00:00:00-03:00,0.13868838787519877
2022-05-24 00:00:00-03:00,0.26109320109361533
2022-05-25 00:00:00-03:00,0.37708916811736515
2022-05-26 00:00:00-03:00,0.38679614318101585
2022-05-27 00:00:00-03:00,0.3601064128377516
2022-05-30 00:00:00-03:00,0.2999828748867799
2022-05-31 00:00:00-03:00,0.2995904614939775
2022-06-01 00:00:00-03:00,0.174378545919879
2022-06-02 00:00:00-03:00,0.08266081445283646
2022-06-03 00:00:00-03:00,0.0032444696318592037
2022-06-06 00:00:00-03:00,-0.08372993151812125
2022-06-07 00:00:00-03:00,-0.1848020274452935
2022-06-08 00:00:00-03:00,-0.23522308320604424
2022-06-09 00:00:00-03:00,-0.27426499410915284
2022-06-10 00:00:00-03:00,-0.37042711357164393
2022-06-13 00:00:00-03:00,-0.4429852061602517
2022-06-14 00:00:00-03:00,-0.463962858454515
2022-06-15 00:00:00-03:00,-0.42111403700307193
2022-06-17 00:00:00-03:00,-0.3827398416851082
2022-06-20 00:00:00-03:00,-0.35218162942965137
2022-06-21 00:00:00-03:00,-0.3405229920375419
2022-06-22 00:00:00-03:00,-0.34538781907535565
2022-06-23 00:00:00-03:00,-0.37564097554059117
2022-06-24 00:00:00-03:00,-0.40362689552880937
2022-06-27 00:00:00-03:00,-0.4060742742701038
2022-06-28 00:00:00-03:00,-0.38063956875896565
2022-06-29 00:00:00-03:00,-0.3453892837439483
2022-06-30 00:00:00-03:00,-0.3397436781887464
2022-07-01 00:00:00-03:00,-0.31100157370004666
2022-07-04 00:00:00-03:00,-0.33844966113933594
2022-07-05 00:00:00-03:00,-0.3600245868344203
2022-07-06 00:00:00-03:00,-0.35231373329992977
2022-07-07 00:00:00-03:00,-0.28069529170327456
2022-07-08 00:00:00-03:00,-0.1905853945799123
2022-07-11 00:00:00-03:00,-0.15101735360244817
2022-07-12 00:00:00-03:00,-0.13727991219303703
2022-07-13 00:00:00-03:00,-0.12257719736398798
2022-07-14 00:00:00-03:00,-0.09540624050159607
2022-07-15 00:00:00-03:00,-0.07382453244649412
2022-07-18 00:00:00-03:00,-0.049733049304279575
2022-07-19 00:00:00-03:00,-0.04377514796109239
2022-07-20 00:00:00-03:00,-0.03146727585188813
2022-07-21 00:00:00-03:00,-0.023053686393502915
2022-07-22 00:00:00-03:00,0.014768884686041872
2022-07-25 00:00:00-03:00,0.13955144276612685
2022-07-26 00:00:00-03:00,0.23174619496117543
2022-07-27 00:00:00-03:00,0.36889151094096206
2022-07-28 00:00:00-03:00,0.46100015965911467
2022-07-29 00:00:00-03:00,0.5430153690154427
2022-08-01 00:00:00-03:00,0.6177823273323568
2022-08-02 00:00:00-03:00,0.6470387894290326
2022-08-03 00:00:00-03:00,0.5814173929178281
2022-08-04 00:00:00-03:00,0.5122354849557595
2022-08-05 00:00:00-03:00,0.4712996321610561
2022-08-08 00:00:00-03:00,0.39245571407435875
2022-08-09 00:00:00-03:00,0.3389514037443817
2022-08-10 00:00:00-03:00,0.29874385103612155
2022-08-11 00:00:00-03:00,0.25109392900738925
2022-08-12 00:00:00-03:00,0.21886578685803215
2022-08-15 00:00:00-03:00,0.22458076645143166
2022-08-16 00:00:00-03:00,0.20897052013186368
2022-08-17 00:00:00-03:00,0.16567356547363943
2022-08-18 00:00:00-03:00,0.0987856001809746
2022-08-19 00:00:00-03:00,0.003017452676118637
2022-08-22 00:00:00-03:00,-0.11269460567110912
2022-08-23 00:00:00-03:00,-0.20924019412819206
2022-08-24 00:00:00-03:00,-0.27452489365987987
2022-08-25 00:00:00-03:00,-0.3775473273709693
2022-08-26 00:00:00-03:00,-0.4627282982374652
2022-08-29 00:00:00-03:00,-0.5361497064530312
2022-08-30 00:00:00-03:00,-0.5971296969375715
2022-08-31 00:00:00-03:00,-0.6165731834912478
2022-09-01 00:00:00-03:00,-0.5976703865922488
2022-09-02 00:00:00-03:00,-0.5967801768271599
2022-09-05 00:00:00-03:00,-0.5805103736985089
2022-09-06 00:00:00-03:00,-0.581880017153587
2022-09-08 00:00:00-03:00,-0.5827011951141543
2022-09-09 00:00:00-03:00,-0.5759061099171277
2022-09-12 00:00:00-03:00,-0.5520570665296418
2022-09-13 00:00:00-03:00,-0.603639565049491
2022-09-14 00:00:00-03:00,-0.6260086106403335
2022-09-15 00:00:00-03:00,-0.6683006614892122
2022-09-16 00:00:00-03:00,-0.6770708729848565
2022-09-19 00:00:00-03:00,-0.6403360141067154
2022-09-20 00:00:00-03:00,-0.6090432046493461
2022-09-21 00:00:00-03:00,-0.5735974152100383
2022-09-22 00:00:00-03:00,-0.5010055146336683
2022-09-23 00:00:00-03:00,-0.41608910265777155
2022-09-26 00:00:00-03:00,-0.4309590172366953
2022-09-27 00:00:00-03:00,-0.48156663875749217
2022-09-28 00:00:00-03:00,-0.5580022670128528
2022-09-29 00:00:00-03:00,-0.6314692677577938
2022-09-30 00:00:00-03:00,-0.6642846529290694
2022-10-03 00:00:00-03:00,-0.5165145219818967
2022-10-04 00:00:00-03:00,-0.4443081721241029
2022-10-05 00:00:00-03:00,-0.4273416252014428
2022-10-06 00:00:00-03:00,-0.46501488907779986
2022-10-07 00:00:00-03:00,-0.5035895405828086
2022-10-10 00:00:00-03:00,-0.48898699442685967
2022-10-11 00:00:00-03:00,-0.468782945452773
2022-10-13 00:00:00-03:00,-0.5098301465176007
