,Compra param LSTM,Compra param MM,Venda param LSTM,Venda param MM,Compra mes LSTM,Compra mes MM,Venda mes LSTM,Venda mes MM
0,32.80444111516938,54.80684725443522,44.5960902440868,62.43229764302571,51.52151837334034,49.91047992706299,62.856286396305165,59.260669231414795
