,Compra param LSTM,Compra param MM,Venda param LSTM,Venda param MM,Compra mes LSTM,Compra mes MM,Venda mes LSTM,Venda mes MM
0,39.87716850073765,54.80684725443522,41.829481007266835,62.43229764302571,52.624222630466306,49.91047992706299,58.93411086277867,59.256669235229495
