Date,Close,Date
2010-01-05 00:00:00-02:00,,2010-01-05 00:00:00-02:00
2010-01-06 00:00:00-02:00,,2010-01-06 00:00:00-02:00
2010-01-07 00:00:00-02:00,,2010-01-07 00:00:00-02:00
2010-01-08 00:00:00-02:00,,2010-01-08 00:00:00-02:00
2010-01-11 00:00:00-02:00,,2010-01-11 00:00:00-02:00
2010-01-12 00:00:00-02:00,,2010-01-12 00:00:00-02:00
2010-01-13 00:00:00-02:00,,2010-01-13 00:00:00-02:00
2010-01-14 00:00:00-02:00,,2010-01-14 00:00:00-02:00
2010-01-15 00:00:00-02:00,,2010-01-15 00:00:00-02:00
2010-01-18 00:00:00-02:00,,2010-01-18 00:00:00-02:00
2010-01-19 00:00:00-02:00,,2010-01-19 00:00:00-02:00
2010-01-20 00:00:00-02:00,,2010-01-20 00:00:00-02:00
2010-01-21 00:00:00-02:00,,2010-01-21 00:00:00-02:00
2010-01-22 00:00:00-02:00,68.29896501785926,2010-01-22 00:00:00-02:00
2010-01-26 00:00:00-02:00,57.35293787656094,2010-01-26 00:00:00-02:00
2010-01-27 00:00:00-02:00,55.58958079823528,2010-01-27 00:00:00-02:00
2010-01-28 00:00:00-02:00,47.272736100119744,2010-01-28 00:00:00-02:00
2010-01-29 00:00:00-02:00,46.788988899236394,2010-01-29 00:00:00-02:00
2010-02-01 00:00:00-02:00,57.281551240628055,2010-02-01 00:00:00-02:00
2010-02-02 00:00:00-02:00,62.03702657147822,2010-02-02 00:00:00-02:00
2010-02-03 00:00:00-02:00,59.99999273390997,2010-02-03 00:00:00-02:00
2010-02-04 00:00:00-02:00,49.65752641710448,2010-02-04 00:00:00-02:00
2010-02-05 00:00:00-02:00,38.26219060107637,2010-02-05 00:00:00-02:00
2010-02-08 00:00:00-02:00,37.01400076471902,2010-02-08 00:00:00-02:00
2010-02-09 00:00:00-02:00,34.57189746295,2010-02-09 00:00:00-02:00
2010-02-10 00:00:00-02:00,42.65233489476088,2010-02-10 00:00:00-02:00
2010-02-11 00:00:00-02:00,51.31087306171125,2010-02-11 00:00:00-02:00
2010-02-12 00:00:00-02:00,52.49042215592384,2010-02-12 00:00:00-02:00
2010-02-17 00:00:00-02:00,59.03615380726446,2010-02-17 00:00:00-02:00
2010-02-18 00:00:00-02:00,48.80734773328353,2010-02-18 00:00:00-02:00
2010-02-19 00:00:00-02:00,46.478877969023735,2010-02-19 00:00:00-02:00
2010-02-22 00:00:00-03:00,42.424253370911934,2010-02-22 00:00:00-03:00
2010-02-23 00:00:00-03:00,33.57665935748838,2010-02-23 00:00:00-03:00
2010-02-24 00:00:00-03:00,30.401549510070645,2010-02-24 00:00:00-03:00
2010-02-25 00:00:00-03:00,28.443666037480906,2010-02-25 00:00:00-03:00
2010-02-26 00:00:00-03:00,36.41851577667993,2010-02-26 00:00:00-03:00
2010-03-01 00:00:00-03:00,55.913986433633966,2010-03-01 00:00:00-03:00
2010-03-02 00:00:00-03:00,57.55694497481157,2010-03-02 00:00:00-03:00
2010-03-03 00:00:00-03:00,53.93258619603332,2010-03-03 00:00:00-03:00
2010-03-04 00:00:00-03:00,51.421787881198426,2010-03-04 00:00:00-03:00
2010-03-05 00:00:00-03:00,37.94547782477508,2010-03-05 00:00:00-03:00
2010-03-08 00:00:00-03:00,36.86353405685686,2010-03-08 00:00:00-03:00
2010-03-09 00:00:00-03:00,31.141185168569834,2010-03-09 00:00:00-03:00
2010-03-10 00:00:00-03:00,41.58002303094907,2010-03-10 00:00:00-03:00
2010-03-11 00:00:00-03:00,45.7626933717174,2010-03-11 00:00:00-03:00
2010-03-12 00:00:00-03:00,40.60149648108246,2010-03-12 00:00:00-03:00
2010-03-15 00:00:00-03:00,48.38709677419355,2010-03-15 00:00:00-03:00
2010-03-16 00:00:00-03:00,50.09746820617978,2010-03-16 00:00:00-03:00
2010-03-17 00:00:00-03:00,55.02092100296318,2010-03-17 00:00:00-03:00
2010-03-18 00:00:00-03:00,56.91383860912509,2010-03-18 00:00:00-03:00
2010-03-19 00:00:00-03:00,42.70831843215796,2010-03-19 00:00:00-03:00
