Aroon_Date,Aroon_Down,Aroon_Up
2022-12-01 10:27:00-03:00,32.0,0.0
2022-12-01 10:28:00-03:00,28.000000000000004,48.0
2022-12-01 10:29:00-03:00,24.0,44.0
2022-12-01 10:30:00-03:00,20.0,40.0
2022-12-01 10:31:00-03:00,16.0,36.0
2022-12-01 10:32:00-03:00,12.0,96.0
2022-12-01 10:33:00-03:00,8.0,92.0
2022-12-01 10:34:00-03:00,4.0,96.0
2022-12-01 10:35:00-03:00,0.0,92.0
2022-12-01 10:36:00-03:00,8.0,88.0
2022-12-01 10:37:00-03:00,4.0,84.0
2022-12-01 10:38:00-03:00,0.0,80.0
2022-12-01 10:39:00-03:00,0.0,76.0
2022-12-01 10:40:00-03:00,60.0,72.0
2022-12-01 10:41:00-03:00,56.00000000000001,68.0
2022-12-01 10:42:00-03:00,52.0,64.0
2022-12-01 10:43:00-03:00,48.0,60.0
2022-12-01 10:44:00-03:00,44.0,56.00000000000001
2022-12-01 10:45:00-03:00,40.0,52.0
2022-12-01 10:46:00-03:00,36.0,48.0
2022-12-01 10:47:51-03:00,96.0,44.0
