,dates,high,low,close,psar,psarbear,psarbull
0,2022-01-03 00:00:00-03:00,23.31999969482422,22.25,23.21999931335449,23.21999931335449,,
1,2022-01-04 00:00:00-03:00,23.440000534057617,21.959999084472656,22.420000076293945,22.420000076293945,,
2,2022-01-05 00:00:00-03:00,23.6299991607666,22.5,22.700000762939453,23.31999969482422,23.31999969482422,
3,2022-01-06 00:00:00-03:00,24.38999938964844,22.36000061035156,24.299999237060547,22.5,,22.5
4,2022-01-07 00:00:00-03:00,25.459999084472656,23.649999618530277,24.600000381469727,22.36000061035156,,22.36000061035156
5,2022-01-10 00:00:00-03:00,24.75,23.25,23.520000457763672,22.36000061035156,,22.36000061035156
6,2022-01-11 00:00:00-03:00,23.530000686645508,22.420000076293945,23.21999931335449,25.459999084472656,25.459999084472656,
7,2022-01-12 00:00:00-03:00,24.15999984741211,22.90999984741211,23.84000015258789,24.851999282836914,24.851999282836914,
8,2022-01-13 00:00:00-03:00,25.1200008392334,24.01000022888184,24.01000022888184,22.420000076293945,,22.420000076293945
9,2022-01-14 00:00:00-03:00,24.559999465942383,23.899999618530277,24.299999237060547,22.90999984741211,,22.90999984741211
10,2022-01-17 00:00:00-03:00,24.75,23.21999931335449,24.75,25.1200008392334,25.1200008392334,
11,2022-01-18 00:00:00-03:00,24.5,23.040000915527344,23.31999969482422,24.75,24.75,
12,2022-01-19 00:00:00-03:00,23.950000762939453,23.1200008392334,23.709999084472656,24.75,24.75,
13,2022-01-20 00:00:00-03:00,24.229999542236328,23.11000061035156,23.36000061035156,24.5,24.5,
14,2022-01-21 00:00:00-03:00,23.399999618530277,22.65999984741211,22.690000534057617,24.229999542236328,24.229999542236328,
15,2022-01-24 00:00:00-03:00,23.459999084472656,21.950000762939453,23.459999084472656,24.229999542236328,24.229999542236328,
16,2022-01-25 00:00:00-03:00,23.399999618530277,22.57999992370605,23.25,23.773999786376955,23.773999786376955,
17,2022-01-26 00:00:00-03:00,23.450000762939453,22.809999465942383,22.81999969482422,21.950000762939453,,21.950000762939453
