,dates,high,low,close,psar,psarbear,psarbull
0,2022-04-22 00:00:00-03:00,22.020000457763672,20.899999618530277,21.049999237060547,21.049999237060547,,
1,2022-04-25 00:00:00-03:00,21.46999931335449,20.68000030517578,21.170000076293945,21.170000076293945,,
2,2022-04-26 00:00:00-03:00,21.059999465942383,20.11000061035156,20.34000015258789,22.020000457763672,22.020000457763672,
3,2022-04-27 00:00:00-03:00,20.700000762939453,19.799999237060547,19.920000076293945,21.63800048828125,21.63800048828125,
4,2022-04-28 00:00:00-03:00,20.40999984741211,19.5,20.13999938964844,21.27040023803711,21.27040023803711,
5,2022-04-29 00:00:00-03:00,20.649999618530277,19.51000022888184,19.600000381469727,20.916320190429687,20.916320190429687,
6,2022-05-02 00:00:00-03:00,20.01000022888184,19.200000762939453,19.280000686645508,20.649999618530277,20.649999618530277,
7,2022-05-03 00:00:00-03:00,19.780000686645508,19.270000457763672,19.649999618530277,20.649999618530277,20.649999618530277,
8,2022-05-04 00:00:00-03:00,20.709999084472656,19.34000015258789,20.56999969482422,19.200000762939453,,19.200000762939453
9,2022-05-05 00:00:00-03:00,20.40999984741211,18.899999618530277,19.76000022888184,20.709999084472656,20.709999084472656,
10,2022-05-06 00:00:00-03:00,21.59000015258789,19.559999465942383,21.229999542236328,18.899999618530277,,18.899999618530277
11,2022-05-09 00:00:00-03:00,21.540000915527344,20.799999237060547,20.940000534057617,18.899999618530277,,18.899999618530277
12,2022-05-10 00:00:00-03:00,22.290000915527344,21.020000457763672,22.020000457763672,19.4379997253418,,19.4379997253418
13,2022-05-11 00:00:00-03:00,22.420000076293945,21.420000076293945,21.850000381469727,20.00839996337891,,20.00839996337891
14,2022-05-12 00:00:00-03:00,22.5,21.540000915527344,22.07999992370605,20.490719985961917,,20.490719985961917
15,2022-05-13 00:00:00-03:00,22.459999084472656,21.700000762939453,21.799999237060547,20.892575988769533,,20.892575988769533
16,2022-05-16 00:00:00-03:00,22.149999618530277,21.36000061035156,21.690000534057617,21.214060791015626,,21.214060791015626
17,2022-05-17 00:00:00-03:00,22.63999938964844,21.149999618530277,21.489999771118164,22.5,22.5,
18,2022-05-18 00:00:00-03:00,21.6299991607666,20.739999771118164,20.940000534057617,22.63999938964844,22.63999938964844,
19,2022-05-19 00:00:00-03:00,21.15999984741211,20.6200008392334,20.739999771118164,22.63999938964844,22.63999938964844,
20,2022-05-20 00:00:00-03:00,21.170000076293945,19.780000686645508,20.459999084472656,22.23599967956543,22.23599967956543,
21,2022-05-23 00:00:00-03:00,20.90999984741211,20.11000061035156,20.76000022888184,21.744799880981446,21.744799880981446,
22,2022-05-24 00:00:00-03:00,20.86000061035156,19.899999618530277,20.82999992370605,21.351840042114258,21.351840042114258,
23,2022-05-25 00:00:00-03:00,21.540000915527344,20.030000686645508,21.290000915527344,19.780000686645508,,19.780000686645508
24,2022-05-26 00:00:00-03:00,22.309999465942383,21.100000381469727,22.170000076293945,19.899999618530277,,19.899999618530277
25,2022-05-27 00:00:00-03:00,23.06999969482422,21.88999938964844,22.729999542236328,20.030000686645508,,20.030000686645508
26,2022-05-30 00:00:00-03:00,23.239999771118164,22.040000915527344,22.170000076293945,20.63800048828125,,20.63800048828125
27,2022-05-31 00:00:00-03:00,22.770000457763672,21.670000076293945,21.75,21.158400344848634,,21.158400344848634
28,2022-06-01 00:00:00-03:00,21.940000534057617,20.88999938964844,21.15999984741211,23.239999771118164,23.239999771118164,
29,2022-06-02 00:00:00-03:00,21.690000534057617,20.61000061035156,21.40999984741211,22.770000457763672,22.770000457763672,
30,2022-06-03 00:00:00-03:00,21.3799991607666,20.739999771118164,20.82999992370605,22.33800048828125,22.33800048828125,
31,2022-06-06 00:00:00-03:00,20.950000762939453,19.8700008392334,20.26000022888184,21.992400512695312,21.992400512695312,
32,2022-06-07 00:00:00-03:00,20.43000030517578,19.950000762939453,20.25,21.56792057800293,21.56792057800293,
