Date,Medias,ticker
2021-05-05 00:00:00-03:00,,RECV3.SA
2021-05-06 00:00:00-03:00,,RECV3.SA
2021-05-07 00:00:00-03:00,,RECV3.SA
2021-05-10 00:00:00-03:00,,RECV3.SA
2021-05-11 00:00:00-03:00,,RECV3.SA
2021-05-12 00:00:00-03:00,,RECV3.SA
2021-05-13 00:00:00-03:00,,RECV3.SA
2021-05-14 00:00:00-03:00,,RECV3.SA
2021-05-17 00:00:00-03:00,,RECV3.SA
2021-05-18 00:00:00-03:00,16.01899995803833,RECV3.SA
2021-05-19 00:00:00-03:00,16.018000030517577,RECV3.SA
2021-05-20 00:00:00-03:00,15.993000030517578,RECV3.SA
2021-05-21 00:00:00-03:00,15.902999973297119,RECV3.SA
2021-05-24 00:00:00-03:00,15.879999923706055,RECV3.SA
2021-05-25 00:00:00-03:00,15.825,RECV3.SA
2021-05-26 00:00:00-03:00,15.76200008392334,RECV3.SA
2021-05-27 00:00:00-03:00,15.738000106811523,RECV3.SA
2021-05-28 00:00:00-03:00,15.723000144958496,RECV3.SA
2021-05-31 00:00:00-03:00,15.69900016784668,RECV3.SA
2021-06-01 00:00:00-03:00,15.736000251770019,RECV3.SA
2021-06-02 00:00:00-03:00,15.804000282287598,RECV3.SA
2021-06-04 00:00:00-03:00,15.908000373840332,RECV3.SA
2021-06-07 00:00:00-03:00,15.980000400543213,RECV3.SA
2021-06-08 00:00:00-03:00,16.031000423431397,RECV3.SA
2021-06-09 00:00:00-03:00,16.08800039291382,RECV3.SA
2021-06-10 00:00:00-03:00,16.228000259399415,RECV3.SA
2021-06-11 00:00:00-03:00,16.347000312805175,RECV3.SA
2021-06-14 00:00:00-03:00,16.49200019836426,RECV3.SA
2021-06-15 00:00:00-03:00,16.68300018310547,RECV3.SA
2021-06-16 00:00:00-03:00,16.907000160217287,RECV3.SA
2021-06-17 00:00:00-03:00,17.14900016784668,RECV3.SA
2021-06-18 00:00:00-03:00,17.320000076293944,RECV3.SA
2021-06-21 00:00:00-03:00,17.607000160217286,RECV3.SA
2021-06-22 00:00:00-03:00,17.88600025177002,RECV3.SA
2021-06-23 00:00:00-03:00,18.163000297546386,RECV3.SA
2021-06-24 00:00:00-03:00,18.478000450134278,RECV3.SA
2021-06-25 00:00:00-03:00,18.76700038909912,RECV3.SA
2021-06-28 00:00:00-03:00,18.96700038909912,RECV3.SA
2021-06-29 00:00:00-03:00,19.13000030517578,RECV3.SA
2021-06-30 00:00:00-03:00,19.25200023651123,RECV3.SA
2021-07-01 00:00:00-03:00,19.334000205993654,RECV3.SA
2021-07-02 00:00:00-03:00,19.50800018310547,RECV3.SA
2021-07-05 00:00:00-03:00,19.647000122070313,RECV3.SA
2021-07-06 00:00:00-03:00,19.788000106811523,RECV3.SA
2021-07-07 00:00:00-03:00,19.91400012969971,RECV3.SA
2021-07-08 00:00:00-03:00,19.85300006866455,RECV3.SA
2021-07-12 00:00:00-03:00,19.835000038146973,RECV3.SA
2021-07-13 00:00:00-03:00,19.825000190734862,RECV3.SA
2021-07-14 00:00:00-03:00,19.792000198364256,RECV3.SA
2021-07-15 00:00:00-03:00,19.67600021362305,RECV3.SA
2021-07-16 00:00:00-03:00,19.613000106811523,RECV3.SA
2021-07-19 00:00:00-03:00,19.416000175476075,RECV3.SA
2021-07-20 00:00:00-03:00,19.198000144958495,RECV3.SA
