Date,Compras,Superior,Inferior,ticker
2022-06-13 00:00:00-03:00,25.46999931335449,26.30237770158435,25.503622054275024,MDIA3.SA
2022-06-14 00:00:00-03:00,24.670000076293945,26.486899991249473,25.071099810386272,MDIA3.SA
2022-06-15 00:00:00-03:00,24.75,26.3786731925869,24.84332654801369,MDIA3.SA
2022-06-17 00:00:00-03:00,24.1299991607666,26.40438356773638,24.423615928723578,MDIA3.SA
2022-10-04 00:00:00-03:00,41.88999938964844,44.83813907734979,42.50186031229865,MDIA3.SA
2022-10-05 00:00:00-03:00,40.7599983215332,45.217576685208364,41.59042273495765,MDIA3.SA
2022-10-26 00:00:00-03:00,40.47999954223633,43.1777914349371,40.49820877868594,MDIA3.SA
2022-11-10 00:00:00-03:00,39.95000076293945,44.29446737207568,40.851532536371586,MDIA3.SA
2022-11-11 00:00:00-03:00,39.09999847412109,44.68200889127152,39.935990376306606,MDIA3.SA
2022-11-16 00:00:00-03:00,38.5,44.58579906891898,38.56420016814156,MDIA3.SA
2022-12-16 00:00:00-03:00,36.52999877929688,42.02568095278352,37.36831852841766,MDIA3.SA
2022-12-19 00:00:00-03:00,36.54999923706055,42.1672944869143,36.628704658593506,MDIA3.SA
