Date,Inferior,ticker
2022-07-15 00:00:00-03:00,,AMER3.SA
2022-07-18 00:00:00-03:00,,AMER3.SA
2022-07-19 00:00:00-03:00,,AMER3.SA
2022-07-20 00:00:00-03:00,,AMER3.SA
2022-07-21 00:00:00-03:00,,AMER3.SA
2022-07-22 00:00:00-03:00,,AMER3.SA
2022-07-25 00:00:00-03:00,,AMER3.SA
2022-07-26 00:00:00-03:00,,AMER3.SA
2022-07-27 00:00:00-03:00,,AMER3.SA
2022-07-28 00:00:00-03:00,14.831241917353323,AMER3.SA
2022-07-29 00:00:00-03:00,14.30278368808571,AMER3.SA
2022-08-01 00:00:00-03:00,13.881291647169682,AMER3.SA
2022-08-02 00:00:00-03:00,13.498930819433188,AMER3.SA
2022-08-03 00:00:00-03:00,13.517620170281365,AMER3.SA
2022-08-04 00:00:00-03:00,13.713802920916336,AMER3.SA
2022-08-05 00:00:00-03:00,13.597357860265289,AMER3.SA
2022-08-08 00:00:00-03:00,13.580892754616237,AMER3.SA
2022-08-09 00:00:00-03:00,13.392281959565956,AMER3.SA
2022-08-10 00:00:00-03:00,13.471658655406273,AMER3.SA
2022-08-11 00:00:00-03:00,13.27842824673713,AMER3.SA
2022-08-12 00:00:00-03:00,13.00930555397586,AMER3.SA
2022-08-15 00:00:00-03:00,12.97996867910575,AMER3.SA
2022-08-16 00:00:00-03:00,13.051869802398544,AMER3.SA
2022-08-17 00:00:00-03:00,13.023830695896411,AMER3.SA
2022-08-18 00:00:00-03:00,12.933191112610865,AMER3.SA
2022-08-19 00:00:00-03:00,12.740437227707915,AMER3.SA
2022-08-22 00:00:00-03:00,12.611503725556744,AMER3.SA
2022-08-23 00:00:00-03:00,12.134807218757416,AMER3.SA
2022-08-24 00:00:00-03:00,11.950516531761751,AMER3.SA
2022-08-25 00:00:00-03:00,12.202263442910555,AMER3.SA
2022-08-26 00:00:00-03:00,12.843684559282522,AMER3.SA
2022-08-29 00:00:00-03:00,13.02971638327323,AMER3.SA
2022-08-30 00:00:00-03:00,13.262922782580656,AMER3.SA
2022-08-31 00:00:00-03:00,13.696027367353697,AMER3.SA
2022-09-01 00:00:00-03:00,14.393787184351137,AMER3.SA
2022-09-02 00:00:00-03:00,15.445508641311939,AMER3.SA
2022-09-05 00:00:00-03:00,15.290333249014788,AMER3.SA
2022-09-06 00:00:00-03:00,14.700376147065407,AMER3.SA
2022-09-08 00:00:00-03:00,14.43383949059931,AMER3.SA
2022-09-09 00:00:00-03:00,14.60994010375552,AMER3.SA
2022-09-12 00:00:00-03:00,14.724501185306593,AMER3.SA
2022-09-13 00:00:00-03:00,14.771374142019804,AMER3.SA
2022-09-14 00:00:00-03:00,14.78557739293685,AMER3.SA
2022-09-15 00:00:00-03:00,14.769865448879933,AMER3.SA
2022-09-16 00:00:00-03:00,14.786564513219224,AMER3.SA
2022-09-19 00:00:00-03:00,14.884209239582253,AMER3.SA
2022-09-20 00:00:00-03:00,15.068267743487318,AMER3.SA
2022-09-21 00:00:00-03:00,15.671794376887743,AMER3.SA
2022-09-22 00:00:00-03:00,16.27564998331,AMER3.SA
2022-09-23 00:00:00-03:00,16.36838363780693,AMER3.SA
2022-09-26 00:00:00-03:00,16.368016674783732,AMER3.SA
2022-09-27 00:00:00-03:00,16.35930929773566,AMER3.SA
2022-09-28 00:00:00-03:00,16.423280302524592,AMER3.SA
2022-09-29 00:00:00-03:00,16.305260821947353,AMER3.SA
2022-09-30 00:00:00-03:00,16.410981911421004,AMER3.SA
2022-10-03 00:00:00-03:00,16.33682793613357,AMER3.SA
2022-10-04 00:00:00-03:00,16.086608549031475,AMER3.SA
2022-10-05 00:00:00-03:00,15.890539026789897,AMER3.SA
2022-10-06 00:00:00-03:00,15.727609027331614,AMER3.SA
2022-10-07 00:00:00-03:00,15.68670504959642,AMER3.SA
2022-10-10 00:00:00-03:00,15.851153486282845,AMER3.SA
2022-10-11 00:00:00-03:00,16.241070410794695,AMER3.SA
2022-10-13 00:00:00-03:00,16.61760790012524,AMER3.SA
2022-10-14 00:00:00-03:00,17.20911337090352,AMER3.SA
2022-10-17 00:00:00-03:00,17.44455155176222,AMER3.SA
2022-10-18 00:00:00-03:00,17.26940670856915,AMER3.SA
2022-10-19 00:00:00-03:00,16.545457282988448,AMER3.SA
2022-10-20 00:00:00-03:00,15.156600713455493,AMER3.SA
2022-10-21 00:00:00-03:00,14.273854582711792,AMER3.SA
2022-10-24 00:00:00-03:00,13.7459343952174,AMER3.SA
2022-10-25 00:00:00-03:00,13.4519088158657,AMER3.SA
2022-10-26 00:00:00-03:00,13.249986596201968,AMER3.SA
2022-10-27 00:00:00-03:00,13.232629637122363,AMER3.SA
2022-10-28 00:00:00-03:00,13.228281275880125,AMER3.SA
2022-10-31 00:00:00-03:00,13.40000008839611,AMER3.SA
2022-11-01 00:00:00-03:00,13.737117440216423,AMER3.SA
2022-11-03 00:00:00-03:00,13.713816557665993,AMER3.SA
2022-11-04 00:00:00-03:00,13.77290800252821,AMER3.SA
2022-11-07 00:00:00-03:00,13.879551193523946,AMER3.SA
2022-11-08 00:00:00-03:00,13.969239862757169,AMER3.SA
2022-11-09 00:00:00-03:00,13.754238356537854,AMER3.SA
2022-11-10 00:00:00-03:00,13.29182438431465,AMER3.SA
2022-11-11 00:00:00-03:00,12.609808364075317,AMER3.SA
