Date,Vendas,Superior,Inferior,ticker
2022-07-08 00:00:00-03:00,2.619999885559082,2.619749811808931,2.170250245411528,MGLU3.SA
2022-07-12 00:00:00-03:00,2.930000066757202,2.818496779403464,2.121503277816995,MGLU3.SA
2022-07-20 00:00:00-03:00,3.069999933242798,3.0245260072292224,2.553473966067897,MGLU3.SA
2022-08-04 00:00:00-03:00,3.3399999141693115,3.122894442722864,2.4691055172228147,MGLU3.SA
2022-08-12 00:00:00-03:00,3.5799999237060547,3.525690637186648,2.6983093399251685,MGLU3.SA
2022-08-15 00:00:00-03:00,4.039999961853027,3.7957788801999826,2.6922210835603932,MGLU3.SA
2022-08-16 00:00:00-03:00,4.150000095367432,4.009723410793034,2.766276564411434,MGLU3.SA
2022-08-25 00:00:00-03:00,4.679999828338623,4.565216771755841,3.5847832282441594,MGLU3.SA
2022-09-12 00:00:00-03:00,4.789999961853027,4.681841638958341,4.060158464038485,MGLU3.SA
2022-10-03 00:00:00-03:00,4.909999847412109,4.8717108677067005,4.102289109405116,MGLU3.SA
2022-10-04 00:00:00-03:00,5.090000152587891,5.02833043710098,4.07166956289902,MGLU3.SA
2022-10-06 00:00:00-03:00,5.369999885559082,5.323552818130079,4.004447155167041,MGLU3.SA
2022-10-31 00:00:00-03:00,4.46999979019165,4.455152964144368,3.964847064465861,MGLU3.SA
2022-11-01 00:00:00-03:00,4.559999942779541,4.527700434708891,3.940299548124972,MGLU3.SA
2022-11-03 00:00:00-03:00,4.869999885559082,4.720736077317227,3.8832638711843592,MGLU3.SA
