Date,Inferior,ticker
2022-07-07 00:00:00-03:00,,PETR3.SA
2022-07-08 00:00:00-03:00,,PETR3.SA
2022-07-11 00:00:00-03:00,,PETR3.SA
2022-07-12 00:00:00-03:00,,PETR3.SA
2022-07-13 00:00:00-03:00,,PETR3.SA
2022-07-14 00:00:00-03:00,,PETR3.SA
2022-07-15 00:00:00-03:00,,PETR3.SA
2022-07-18 00:00:00-03:00,,PETR3.SA
2022-07-19 00:00:00-03:00,,PETR3.SA
2022-07-20 00:00:00-03:00,29.967985642649836,PETR3.SA
2022-07-21 00:00:00-03:00,29.99033947990467,PETR3.SA
2022-07-22 00:00:00-03:00,29.976844350153893,PETR3.SA
2022-07-25 00:00:00-03:00,29.770011086075485,PETR3.SA
2022-07-26 00:00:00-03:00,29.755250149876453,PETR3.SA
2022-07-27 00:00:00-03:00,29.852706160542485,PETR3.SA
2022-07-28 00:00:00-03:00,30.34450959762822,PETR3.SA
2022-07-29 00:00:00-03:00,30.42748083048926,PETR3.SA
2022-08-01 00:00:00-03:00,30.70379106968879,PETR3.SA
2022-08-02 00:00:00-03:00,31.10360138749472,PETR3.SA
2022-08-03 00:00:00-03:00,31.62121515968779,PETR3.SA
2022-08-04 00:00:00-03:00,32.43104410313526,PETR3.SA
2022-08-05 00:00:00-03:00,33.35589006176366,PETR3.SA
2022-08-08 00:00:00-03:00,33.73014102197202,PETR3.SA
2022-08-09 00:00:00-03:00,34.18416625737152,PETR3.SA
2022-08-10 00:00:00-03:00,34.911516013794014,PETR3.SA
2022-08-11 00:00:00-03:00,35.69536784523923,PETR3.SA
2022-08-12 00:00:00-03:00,35.08414061699084,PETR3.SA
2022-08-15 00:00:00-03:00,34.60117976037125,PETR3.SA
2022-08-16 00:00:00-03:00,34.28551639367899,PETR3.SA
2022-08-17 00:00:00-03:00,34.287346411268956,PETR3.SA
2022-08-18 00:00:00-03:00,34.277539746725715,PETR3.SA
2022-08-19 00:00:00-03:00,33.91411276544867,PETR3.SA
2022-08-22 00:00:00-03:00,33.752902929053214,PETR3.SA
2022-08-23 00:00:00-03:00,33.9387901096768,PETR3.SA
2022-08-24 00:00:00-03:00,34.25220336193956,PETR3.SA
2022-08-25 00:00:00-03:00,34.54792321912679,PETR3.SA
2022-08-26 00:00:00-03:00,34.82655627452854,PETR3.SA
2022-08-29 00:00:00-03:00,35.18246743909081,PETR3.SA
2022-08-30 00:00:00-03:00,35.46286968536421,PETR3.SA
2022-08-31 00:00:00-03:00,35.56050659653039,PETR3.SA
2022-09-01 00:00:00-03:00,35.58835082717888,PETR3.SA
2022-09-02 00:00:00-03:00,36.09859586198952,PETR3.SA
2022-09-05 00:00:00-03:00,36.47978193944945,PETR3.SA
2022-09-06 00:00:00-03:00,36.109705787587245,PETR3.SA
2022-09-08 00:00:00-03:00,35.681520769324706,PETR3.SA
2022-09-09 00:00:00-03:00,35.34106561468533,PETR3.SA
2022-09-12 00:00:00-03:00,35.015670600387736,PETR3.SA
2022-09-13 00:00:00-03:00,34.524094483435825,PETR3.SA
2022-09-14 00:00:00-03:00,34.22985074628401,PETR3.SA
2022-09-15 00:00:00-03:00,33.95322745334293,PETR3.SA
2022-09-16 00:00:00-03:00,33.84841076150851,PETR3.SA
2022-09-19 00:00:00-03:00,33.898404312020126,PETR3.SA
2022-09-20 00:00:00-03:00,34.15882818411312,PETR3.SA
2022-09-21 00:00:00-03:00,34.19167710303176,PETR3.SA
2022-09-22 00:00:00-03:00,34.21113408891771,PETR3.SA
2022-09-23 00:00:00-03:00,33.54807528282347,PETR3.SA
2022-09-26 00:00:00-03:00,32.94311004720169,PETR3.SA
2022-09-27 00:00:00-03:00,32.643214346848396,PETR3.SA
2022-09-28 00:00:00-03:00,32.31059372038374,PETR3.SA
2022-09-29 00:00:00-03:00,32.05278331668867,PETR3.SA
2022-09-30 00:00:00-03:00,31.92903830403017,PETR3.SA
2022-10-03 00:00:00-03:00,31.769406602441833,PETR3.SA
2022-10-04 00:00:00-03:00,31.739766431113996,PETR3.SA
2022-10-05 00:00:00-03:00,31.568543844673275,PETR3.SA
2022-10-06 00:00:00-03:00,31.288191615707298,PETR3.SA
2022-10-07 00:00:00-03:00,31.47143961816224,PETR3.SA
2022-10-10 00:00:00-03:00,31.97271642940883,PETR3.SA
2022-10-11 00:00:00-03:00,32.52254672189015,PETR3.SA
2022-10-13 00:00:00-03:00,33.28186530202957,PETR3.SA
2022-10-14 00:00:00-03:00,34.34946260840344,PETR3.SA
2022-10-17 00:00:00-03:00,35.71015161174393,PETR3.SA
2022-10-18 00:00:00-03:00,35.914662288918414,PETR3.SA
2022-10-19 00:00:00-03:00,36.313194538250634,PETR3.SA
2022-10-20 00:00:00-03:00,36.172382942461894,PETR3.SA
2022-10-21 00:00:00-03:00,35.78158541297438,PETR3.SA
2022-10-24 00:00:00-03:00,35.783356893156665,PETR3.SA
2022-10-25 00:00:00-03:00,35.736687992228234,PETR3.SA
2022-10-26 00:00:00-03:00,35.59742353783864,PETR3.SA
2022-10-27 00:00:00-03:00,35.30179322300534,PETR3.SA
2022-10-28 00:00:00-03:00,34.987059202702255,PETR3.SA
2022-10-31 00:00:00-03:00,33.89350612404711,PETR3.SA
2022-11-01 00:00:00-03:00,32.97330737084424,PETR3.SA
2022-11-03 00:00:00-03:00,32.25540338609267,PETR3.SA
2022-11-04 00:00:00-03:00,31.36867422226225,PETR3.SA
