Date,Desvio padrao,ticker
2020-11-17 00:00:00-03:00,,ELET6.SA
2020-11-18 00:00:00-03:00,,ELET6.SA
2020-11-19 00:00:00-03:00,,ELET6.SA
2020-11-23 00:00:00-03:00,,ELET6.SA
2020-11-24 00:00:00-03:00,,ELET6.SA
2020-11-25 00:00:00-03:00,,ELET6.SA
2020-11-26 00:00:00-03:00,,ELET6.SA
2020-11-27 00:00:00-03:00,,ELET6.SA
2020-11-30 00:00:00-03:00,,ELET6.SA
2020-12-01 00:00:00-03:00,0.5454250271921008,ELET6.SA
2020-12-02 00:00:00-03:00,0.6195550019756175,ELET6.SA
2020-12-03 00:00:00-03:00,0.7081144977816793,ELET6.SA
2020-12-04 00:00:00-03:00,0.8646830607533086,ELET6.SA
2020-12-07 00:00:00-03:00,0.8357194240718576,ELET6.SA
2020-12-08 00:00:00-03:00,1.1335241388709643,ELET6.SA
2020-12-09 00:00:00-03:00,1.3691447170774271,ELET6.SA
2020-12-10 00:00:00-03:00,1.6023192374856137,ELET6.SA
2020-12-11 00:00:00-03:00,1.9771028596592104,ELET6.SA
2020-12-14 00:00:00-03:00,1.877093102573154,ELET6.SA
2020-12-15 00:00:00-03:00,1.8218416205202659,ELET6.SA
2020-12-16 00:00:00-03:00,1.7180490385063811,ELET6.SA
2020-12-17 00:00:00-03:00,1.4710521724329755,ELET6.SA
2020-12-18 00:00:00-03:00,1.2591195137090598,ELET6.SA
2020-12-21 00:00:00-03:00,0.9161324748163774,ELET6.SA
2020-12-22 00:00:00-03:00,0.9708893024082652,ELET6.SA
2020-12-23 00:00:00-03:00,0.9994016666004896,ELET6.SA
2020-12-28 00:00:00-03:00,1.0037680840806102,ELET6.SA
2020-12-29 00:00:00-03:00,0.8747317527154137,ELET6.SA
2020-12-30 00:00:00-03:00,0.8081858474685598,ELET6.SA
2021-01-04 00:00:00-03:00,0.5563167012551409,ELET6.SA
2021-01-05 00:00:00-03:00,0.6271841033505954,ELET6.SA
2021-01-06 00:00:00-03:00,0.7245083967716104,ELET6.SA
2021-01-07 00:00:00-03:00,0.882560323073642,ELET6.SA
2021-01-08 00:00:00-03:00,0.9007043759398357,ELET6.SA
2021-01-11 00:00:00-03:00,0.9894587902203256,ELET6.SA
2021-01-12 00:00:00-03:00,0.996811416950764,ELET6.SA
2021-01-13 00:00:00-03:00,0.9380953900046787,ELET6.SA
2021-01-14 00:00:00-03:00,0.8297634410052581,ELET6.SA
2021-01-15 00:00:00-03:00,0.6167336083728983,ELET6.SA
2021-01-18 00:00:00-03:00,0.5312344903981039,ELET6.SA
2021-01-19 00:00:00-03:00,0.6341299357803835,ELET6.SA
2021-01-20 00:00:00-03:00,0.7433373613243004,ELET6.SA
2021-01-21 00:00:00-03:00,1.255080504991497,ELET6.SA
2021-01-22 00:00:00-03:00,1.667453480094974,ELET6.SA
2021-01-26 00:00:00-03:00,2.3471923778597064,ELET6.SA
2021-01-27 00:00:00-03:00,2.6053326313444805,ELET6.SA
2021-01-28 00:00:00-03:00,2.6222512962253846,ELET6.SA
2021-01-29 00:00:00-03:00,2.425466363705991,ELET6.SA
2021-02-01 00:00:00-03:00,2.1548460832247205,ELET6.SA
2021-02-02 00:00:00-03:00,1.911689929101328,ELET6.SA
2021-02-03 00:00:00-03:00,1.7839600356312046,ELET6.SA
2021-02-04 00:00:00-03:00,1.5176795926325826,ELET6.SA
2021-02-05 00:00:00-03:00,1.4912098855665208,ELET6.SA
2021-02-08 00:00:00-03:00,1.4910329183767965,ELET6.SA
2021-02-09 00:00:00-03:00,1.3268363493965407,ELET6.SA
2021-02-10 00:00:00-03:00,1.2316841958004587,ELET6.SA
