Date,Desvio padrao,ticker
2022-07-07 00:00:00-03:00,,RRRP3.SA
2022-07-08 00:00:00-03:00,,RRRP3.SA
2022-07-11 00:00:00-03:00,,RRRP3.SA
2022-07-12 00:00:00-03:00,,RRRP3.SA
2022-07-13 00:00:00-03:00,,RRRP3.SA
2022-07-14 00:00:00-03:00,,RRRP3.SA
2022-07-15 00:00:00-03:00,,RRRP3.SA
2022-07-18 00:00:00-03:00,,RRRP3.SA
2022-07-19 00:00:00-03:00,,RRRP3.SA
2022-07-20 00:00:00-03:00,1.578558042987495,RRRP3.SA
2022-07-21 00:00:00-03:00,1.5042961047951247,RRRP3.SA
2022-07-22 00:00:00-03:00,1.2381636593774836,RRRP3.SA
2022-07-25 00:00:00-03:00,0.9423869906356693,RRRP3.SA
2022-07-26 00:00:00-03:00,0.9305672577941183,RRRP3.SA
2022-07-27 00:00:00-03:00,0.8616527514340866,RRRP3.SA
2022-07-28 00:00:00-03:00,0.969586939270834,RRRP3.SA
2022-07-29 00:00:00-03:00,1.3864266829129137,RRRP3.SA
2022-08-01 00:00:00-03:00,1.3712671109043635,RRRP3.SA
2022-08-02 00:00:00-03:00,1.4609112898488308,RRRP3.SA
2022-08-03 00:00:00-03:00,1.524531266703874,RRRP3.SA
2022-08-04 00:00:00-03:00,1.5221728222879778,RRRP3.SA
2022-08-05 00:00:00-03:00,1.4002521572643856,RRRP3.SA
2022-08-08 00:00:00-03:00,1.3877555889446893,RRRP3.SA
2022-08-09 00:00:00-03:00,1.1779148390223315,RRRP3.SA
2022-08-10 00:00:00-03:00,0.9375289486189018,RRRP3.SA
2022-08-11 00:00:00-03:00,0.8563718013128256,RRRP3.SA
2022-08-12 00:00:00-03:00,0.929458141424684,RRRP3.SA
2022-08-15 00:00:00-03:00,0.8144279249375738,RRRP3.SA
2022-08-16 00:00:00-03:00,0.7734772982721259,RRRP3.SA
2022-08-17 00:00:00-03:00,0.6751797011812113,RRRP3.SA
2022-08-18 00:00:00-03:00,0.6052329999153278,RRRP3.SA
2022-08-19 00:00:00-03:00,0.5964760414391835,RRRP3.SA
2022-08-22 00:00:00-03:00,0.5970113554992852,RRRP3.SA
2022-08-23 00:00:00-03:00,0.8719745856039096,RRRP3.SA
2022-08-24 00:00:00-03:00,1.1379325620984269,RRRP3.SA
2022-08-25 00:00:00-03:00,1.334209975103052,RRRP3.SA
2022-08-26 00:00:00-03:00,1.4885731779347449,RRRP3.SA
2022-08-29 00:00:00-03:00,1.5757907996369562,RRRP3.SA
2022-08-30 00:00:00-03:00,1.4277290907528226,RRRP3.SA
2022-08-31 00:00:00-03:00,1.2160699226847835,RRRP3.SA
2022-09-01 00:00:00-03:00,1.1381952653138214,RRRP3.SA
2022-09-02 00:00:00-03:00,0.981656262103898,RRRP3.SA
2022-09-05 00:00:00-03:00,0.6196911549720563,RRRP3.SA
2022-09-06 00:00:00-03:00,0.543389167647691,RRRP3.SA
2022-09-08 00:00:00-03:00,0.6440497133228663,RRRP3.SA
2022-09-09 00:00:00-03:00,0.6353651879984586,RRRP3.SA
2022-09-12 00:00:00-03:00,0.6307853240913437,RRRP3.SA
2022-09-13 00:00:00-03:00,0.6099810704148103,RRRP3.SA
2022-09-14 00:00:00-03:00,0.7269275771308825,RRRP3.SA
2022-09-15 00:00:00-03:00,0.732557424540748,RRRP3.SA
2022-09-16 00:00:00-03:00,0.7200280655470531,RRRP3.SA
2022-09-19 00:00:00-03:00,0.7321575962561422,RRRP3.SA
2022-09-20 00:00:00-03:00,0.7710197202610295,RRRP3.SA
2022-09-21 00:00:00-03:00,0.9356933910880687,RRRP3.SA
2022-09-22 00:00:00-03:00,0.8802250322401646,RRRP3.SA
2022-09-23 00:00:00-03:00,0.8567360903945146,RRRP3.SA
2022-09-26 00:00:00-03:00,1.3562785988667165,RRRP3.SA
2022-09-27 00:00:00-03:00,1.6808752009524586,RRRP3.SA
2022-09-28 00:00:00-03:00,1.7563592479585997,RRRP3.SA
2022-09-29 00:00:00-03:00,1.9022867045088518,RRRP3.SA
2022-09-30 00:00:00-03:00,1.9311416114438378,RRRP3.SA
2022-10-03 00:00:00-03:00,1.9277858109768728,RRRP3.SA
2022-10-04 00:00:00-03:00,2.3813873382063924,RRRP3.SA
2022-10-05 00:00:00-03:00,2.9712024717239096,RRRP3.SA
2022-10-06 00:00:00-03:00,3.4001831629566834,RRRP3.SA
2022-10-07 00:00:00-03:00,3.734751643123856,RRRP3.SA
2022-10-10 00:00:00-03:00,3.7447648590021045,RRRP3.SA
2022-10-11 00:00:00-03:00,3.4961988858679067,RRRP3.SA
2022-10-13 00:00:00-03:00,3.2266083872239077,RRRP3.SA
2022-10-14 00:00:00-03:00,2.559553001122007,RRRP3.SA
2022-10-17 00:00:00-03:00,1.6683112227495778,RRRP3.SA
2022-10-18 00:00:00-03:00,1.0569681809316234,RRRP3.SA
2022-10-19 00:00:00-03:00,1.205312505443998,RRRP3.SA
2022-10-20 00:00:00-03:00,1.3858027023509418,RRRP3.SA
2022-10-21 00:00:00-03:00,1.720140763883235,RRRP3.SA
2022-10-24 00:00:00-03:00,1.8664236359019513,RRRP3.SA
2022-10-25 00:00:00-03:00,1.901247741247725,RRRP3.SA
2022-10-26 00:00:00-03:00,1.8930929547785837,RRRP3.SA
2022-10-27 00:00:00-03:00,1.8879797736826707,RRRP3.SA
2022-10-28 00:00:00-03:00,1.54076031595136,RRRP3.SA
2022-10-31 00:00:00-03:00,1.3400681309755502,RRRP3.SA
2022-11-01 00:00:00-03:00,1.243198296326232,RRRP3.SA
2022-11-03 00:00:00-03:00,1.5415558920385746,RRRP3.SA
2022-11-04 00:00:00-03:00,2.448752385275466,RRRP3.SA
