Date,Compras,Superior,Inferior,ticker
2022-04-14 00:00:00-03:00,92.08999633789062,98.07926217850616,92.2607387370212,VALE3.SA
2022-04-18 00:00:00-03:00,90.56999969482422,97.9852702590827,91.07673077851497,VALE3.SA
2022-04-19 00:00:00-03:00,87.68000030517578,97.76281850202672,89.24718210832485,VALE3.SA
2022-04-20 00:00:00-03:00,85.4000015258789,98.15099768621698,86.91700310724005,VALE3.SA
2022-04-22 00:00:00-03:00,80.44999694824219,98.50978380263042,83.33821577012348,VALE3.SA
2022-04-25 00:00:00-03:00,79.08000183105469,97.77004246596297,80.46795802231827,VALE3.SA
2022-05-09 00:00:00-03:00,76.48999786376953,84.84010079262791,77.45389792563381,VALE3.SA
2022-05-10 00:00:00-03:00,75.54000091552734,85.24512363810716,76.55687526326004,VALE3.SA
2022-06-09 00:00:00-03:00,84.54000091552734,90.47579043694476,84.80221096686383,VALE3.SA
2022-06-13 00:00:00-03:00,81.87999725341797,91.12823910067014,82.9637607162244,VALE3.SA
2022-06-14 00:00:00-03:00,81.72000122070312,91.40090644538112,81.7930937987595,VALE3.SA
2022-06-17 00:00:00-03:00,77.41000366210938,90.83609404954615,78.54590668287574,VALE3.SA
2022-06-20 00:00:00-03:00,75.5,90.54555435718893,76.24444655833841,VALE3.SA
2022-06-23 00:00:00-03:00,72.5999984741211,85.49356065702682,72.752438488481,VALE3.SA
2022-07-11 00:00:00-03:00,72.83000183105469,79.01905656063884,72.83694319522054,VALE3.SA
2022-07-14 00:00:00-03:00,67.94999694824219,77.53068156006705,70.12531972167122,VALE3.SA
2022-07-15 00:00:00-03:00,68.37000274658203,77.58450053855614,68.72550159767434,VALE3.SA
2022-08-03 00:00:00-03:00,67.5199966430664,71.25189624556876,67.83610271683358,VALE3.SA
2022-08-04 00:00:00-03:00,67.12999725341797,71.42107666628631,67.37892180783477,VALE3.SA
2022-08-22 00:00:00-03:00,65.9800033569336,71.74373856986992,66.12626417671211,VALE3.SA
2022-08-30 00:00:00-03:00,64.97000122070312,69.931022797476,65.35497878943806,VALE3.SA
2022-08-31 00:00:00-03:00,64.5,69.96642254255352,64.57357837297383,VALE3.SA
2022-10-14 00:00:00-03:00,69.83000183105469,77.08263541320215,70.72136544129003,VALE3.SA
2022-10-28 00:00:00-03:00,67.44999694824219,74.28426169411055,68.89573708518633,VALE3.SA
2022-10-31 00:00:00-03:00,67.12999725341797,74.63958416890054,67.78041400004477,VALE3.SA
