Date,Close,Superior,Inferior,ticker
2020-12-01 00:00:00-03:00,69.76000213623047,77.70032082748637,70.66567953872456,AMER3.SA
2020-12-02 00:00:00-03:00,68.5,77.61706065872276,69.18493976852334,AMER3.SA
2020-12-03 00:00:00-03:00,72.44000244140625,77.15286333489108,69.01713788581203,AMER3.SA
2020-12-04 00:00:00-03:00,78.0,78.08098524602542,68.76301652399411,AMER3.SA
2020-12-07 00:00:00-03:00,84.02999877929688,81.30957983315152,67.56842157065707,AMER3.SA
2020-12-08 00:00:00-03:00,83.75,83.56008696960693,67.24791473937744,AMER3.SA
2020-12-09 00:00:00-03:00,81.4000015258789,84.68545904125142,67.44254236255716,AMER3.SA
2020-12-10 00:00:00-03:00,81.5,85.63154507928289,67.6464563245257,AMER3.SA
2020-12-11 00:00:00-03:00,78.5999984741211,85.87835556460489,67.79764541195762,AMER3.SA
2020-12-14 00:00:00-03:00,78.11000061035156,85.99258293503574,69.2254178584213,AMER3.SA
2020-12-15 00:00:00-03:00,78.4800033569336,85.77287707838411,71.18912395921353,AMER3.SA
2020-12-16 00:00:00-03:00,81.48999786376953,84.90946285637506,74.6505377539765,AMER3.SA
2020-12-17 00:00:00-03:00,79.94999694824219,83.91326499996227,77.14873451175647,AMER3.SA
2020-12-18 00:00:00-03:00,78.66000366210938,83.86846687496318,77.32553336917745,AMER3.SA
2020-12-21 00:00:00-03:00,77.0999984741211,83.00444478479432,76.80355539831115,AMER3.SA
2020-12-22 00:00:00-03:00,75.97000122070312,82.00188368235412,76.25011674489197,AMER3.SA
2020-12-23 00:00:00-03:00,75.5999984741211,81.58657656681619,75.50542325007835,AMER3.SA
2020-12-28 00:00:00-03:00,77.04000091552734,80.77082304281394,75.42917695718604,AMER3.SA
2020-12-29 00:00:00-03:00,75.69999694824219,80.69106727952027,74.92893241530396,AMER3.SA
2020-12-30 00:00:00-03:00,75.61000061035156,80.6147991198161,74.50520057500813,AMER3.SA
2021-01-04 00:00:00-03:00,75.18000030517578,80.433754516016,74.02624456845666,AMER3.SA
2021-01-05 00:00:00-03:00,73.5,79.18950877466757,73.67249073705118,AMER3.SA
2021-01-06 00:00:00-03:00,68.69999694824219,79.34228211710378,71.26971739461497,AMER3.SA
2021-01-07 00:00:00-03:00,67.30999755859375,79.29376076106544,69.04823752995017,AMER3.SA
2021-01-08 00:00:00-03:00,72.0,78.6234570575758,68.6985415386156,AMER3.SA
2021-01-11 00:00:00-03:00,71.30999755859375,78.10743478250781,68.28256308126173,AMER3.SA
2021-01-12 00:00:00-03:00,74.08999633789062,77.82199753731254,68.2659998992109,AMER3.SA
2021-01-13 00:00:00-03:00,75.30000305175781,77.34593049958698,68.39406736418255,AMER3.SA
2021-01-14 00:00:00-03:00,77.3499984741211,77.82887826049816,68.24111990844716,AMER3.SA
2021-01-15 00:00:00-03:00,81.30000305175781,79.73521362840667,67.4727850288199,AMER3.SA
2021-01-18 00:00:00-03:00,82.1500015258789,81.6504796693087,66.95151923205849,AMER3.SA
2021-01-19 00:00:00-03:00,80.62000274658203,82.92309132655436,67.10290812412924,AMER3.SA
2021-01-20 00:00:00-03:00,87.5,85.98977633972915,67.79622372130602,AMER3.SA
2021-01-21 00:00:00-03:00,89.79000091552734,88.56131083399279,69.72068989842907,AMER3.SA
2021-01-22 00:00:00-03:00,89.30999755859375,90.58565048326584,71.1583497608748,AMER3.SA
2021-01-26 00:00:00-03:00,85.8499984741211,90.83522205326489,73.81677837398121,AMER3.SA
2021-01-27 00:00:00-03:00,84.7699966430664,90.74863387402233,76.03936661425892,AMER3.SA
2021-01-28 00:00:00-03:00,86.19999694824219,90.542926592788,78.42507267479013,AMER3.SA
2021-01-29 00:00:00-03:00,82.31999969482422,89.93481685871687,80.02718265300187,AMER3.SA
2021-02-01 00:00:00-03:00,83.55999755859375,89.847041462444,80.56695695064195,AMER3.SA
2021-02-02 00:00:00-03:00,89.30000305175781,90.62346620527418,81.22053251298755,AMER3.SA
2021-02-03 00:00:00-03:00,90.38999938964844,91.10380980319361,82.69418824368138,AMER3.SA
2021-02-04 00:00:00-03:00,86.33999633789062,90.9823574104537,82.58363990399941,AMER3.SA
2021-02-05 00:00:00-03:00,84.51000213623047,90.25109273606634,82.2589048225274,AMER3.SA
2021-02-08 00:00:00-03:00,84.06999969482422,89.49166759510118,81.97033039073867,AMER3.SA
2021-02-09 00:00:00-03:00,83.0,89.42099785098816,81.47100044002747,AMER3.SA
2021-02-10 00:00:00-03:00,82.54000091552734,89.42695655008906,81.01904259541875,AMER3.SA
2021-02-11 00:00:00-03:00,85.5999984741211,89.3416544595884,80.98434499109518,AMER3.SA
2021-02-12 00:00:00-03:00,85.41000366210938,89.37290293012764,81.57109731401299,AMER3.SA
2021-02-17 00:00:00-03:00,86.37999725341797,89.5369102157677,81.97108996733778,AMER3.SA
2021-02-18 00:00:00-03:00,83.0,88.59829869755406,81.64970087519985,AMER3.SA
2021-02-19 00:00:00-03:00,88.6500015258789,87.8084169082531,82.09158309174691,AMER3.SA
2021-02-22 00:00:00-03:00,89.66999816894531,88.88576268435239,81.68023768185856,AMER3.SA
2021-02-23 00:00:00-03:00,85.9000015258789,89.01050766030097,81.83349258383966,AMER3.SA
2021-02-24 00:00:00-03:00,86.30000305175781,89.17895143011125,82.11104948541609,AMER3.SA
2021-02-25 00:00:00-03:00,85.0,89.12277546791809,82.56722544760926,AMER3.SA
2021-02-26 00:00:00-03:00,82.0,89.21178545577425,82.37021527664763,AMER3.SA
2021-03-01 00:00:00-03:00,80.7300033569336,89.48767765477515,81.12032405420922,AMER3.SA
2021-03-02 00:00:00-03:00,78.58999633789062,89.87623594520356,79.36776429893708,AMER3.SA
2021-03-03 00:00:00-03:00,76.1500015258789,90.0922066407223,77.1057944579105,AMER3.SA
2021-03-04 00:00:00-03:00,74.68000030517578,90.52770972247349,75.00629143719449,AMER3.SA
2021-03-05 00:00:00-03:00,71.48999786376953,89.76921309163296,72.33278733561312,AMER3.SA
2021-03-08 00:00:00-03:00,66.63999938964844,88.55081469895784,68.94518597242889,AMER3.SA
2021-03-09 00:00:00-03:00,63.13999938964844,87.92884829844171,65.01515194569892,AMER3.SA
