Date,Vendas,Superior,Inferior,ticker
2022-08-22 00:00:00-03:00,15.960000038146973,15.76449610659657,12.61150372555675,AMER3.SA
2022-08-23 00:00:00-03:00,18.5,17.21719263628409,12.134807218757416,AMER3.SA
2022-08-24 00:00:00-03:00,18.43000030517578,18.15548341483249,11.95051653176175,AMER3.SA
2022-10-03 00:00:00-03:00,18.229999542236328,18.135171613732236,16.336827936133485,AMER3.SA
2022-10-04 00:00:00-03:00,19.32999992370605,18.773391107645832,16.086608549031414,AMER3.SA
2022-10-05 00:00:00-03:00,19.8700008392334,19.441460751957717,15.890539026789844,AMER3.SA
2022-10-06 00:00:00-03:00,20.81999969482422,20.3203907361572,15.727609027331566,AMER3.SA
2022-10-07 00:00:00-03:00,21.100000381469727,21.07529465285724,15.686705049596373,AMER3.SA
2022-11-03 00:00:00-03:00,16.520000457763672,16.186183633068907,13.71381655766596,AMER3.SA
2022-11-04 00:00:00-03:00,16.670000076293945,16.607092111912742,13.772908002528174,AMER3.SA
