Date,Vendas,Superior,Inferior,ticker
2022-06-22 00:00:00-03:00,25.790000915527344,25.515915377780185,23.08808471377255,WEGE3.SA
2022-06-23 00:00:00-03:00,25.90999984741211,25.88756275234851,23.01643733920422,WEGE3.SA
2022-06-24 00:00:00-03:00,26.459999084472656,26.3704155887731,22.921584228121432,WEGE3.SA
2022-07-05 00:00:00-03:00,27.020000457763672,26.838643426851224,25.707356863065765,WEGE3.SA
2022-07-06 00:00:00-03:00,27.100000381469727,27.028267775499913,25.779732407605557,WEGE3.SA
2022-07-07 00:00:00-03:00,27.61000061035156,27.36143926320829,25.78656107248507,WEGE3.SA
2022-07-28 00:00:00-03:00,27.93000030517578,27.50426623565177,25.349733855900965,WEGE3.SA
2022-07-29 00:00:00-03:00,28.040000915527344,27.89950335679764,25.252497070448452,WEGE3.SA
2022-08-08 00:00:00-03:00,29.729999542236328,29.576671820600087,26.581328362505385,WEGE3.SA
2022-08-10 00:00:00-03:00,30.68000030517578,30.196960223950455,27.399039684496813,WEGE3.SA
2022-08-12 00:00:00-03:00,30.899999618530277,30.895590137718496,27.71240928244752,WEGE3.SA
2022-09-02 00:00:00-03:00,30.209999084472656,29.63400561934947,27.95399448746205,WEGE3.SA
2022-09-05 00:00:00-03:00,30.899999618530277,30.297919894167865,27.680079983761825,WEGE3.SA
2022-09-12 00:00:00-03:00,31.799999237060547,31.63214764175024,27.825852159885503,WEGE3.SA
2022-09-30 00:00:00-03:00,32.13999938964844,31.70090432920738,29.841095106217427,WEGE3.SA
2022-10-03 00:00:00-03:00,33.58000183105469,32.68393806440894,29.454061660932854,WEGE3.SA
2022-10-04 00:00:00-03:00,33.2400016784668,33.196795518825695,29.363204710056138,WEGE3.SA
2022-10-18 00:00:00-03:00,34.560001373291016,34.40685150727199,32.92514922514989,WEGE3.SA
2022-10-19 00:00:00-03:00,34.650001525878906,34.64117885345384,32.972821848450465,WEGE3.SA
2022-10-21 00:00:00-03:00,35.20000076293945,35.150909247731704,32.95509203400658,WEGE3.SA
2022-10-26 00:00:00-03:00,37.97999954223633,36.77502826826405,32.61697231156994,WEGE3.SA
2022-10-27 00:00:00-03:00,38.83000183105469,37.97076666578799,32.493234036116306,WEGE3.SA
2022-10-31 00:00:00-03:00,40.27999877929688,39.724705366575215,33.19529509118846,WEGE3.SA
