Date,Superior,ticker
2020-11-17 00:00:00-03:00,,PRIO3.SA
2020-11-18 00:00:00-03:00,,PRIO3.SA
2020-11-19 00:00:00-03:00,,PRIO3.SA
2020-11-23 00:00:00-03:00,,PRIO3.SA
2020-11-24 00:00:00-03:00,,PRIO3.SA
2020-11-25 00:00:00-03:00,,PRIO3.SA
2020-11-26 00:00:00-03:00,,PRIO3.SA
2020-11-27 00:00:00-03:00,,PRIO3.SA
2020-11-30 00:00:00-03:00,,PRIO3.SA
2020-12-01 00:00:00-03:00,11.137960483871709,PRIO3.SA
2020-12-02 00:00:00-03:00,11.091404299269152,PRIO3.SA
2020-12-03 00:00:00-03:00,10.716212092301754,PRIO3.SA
2020-12-04 00:00:00-03:00,11.020461972904233,PRIO3.SA
2020-12-07 00:00:00-03:00,11.216927465776587,PRIO3.SA
2020-12-08 00:00:00-03:00,11.178629985717581,PRIO3.SA
2020-12-09 00:00:00-03:00,11.18911890807222,PRIO3.SA
2020-12-10 00:00:00-03:00,11.436380206626371,PRIO3.SA
2020-12-11 00:00:00-03:00,11.514865323857077,PRIO3.SA
2020-12-14 00:00:00-03:00,11.513735644765953,PRIO3.SA
2020-12-15 00:00:00-03:00,11.553022106170065,PRIO3.SA
2020-12-16 00:00:00-03:00,11.52283549732188,PRIO3.SA
2020-12-17 00:00:00-03:00,11.563297760355997,PRIO3.SA
2020-12-18 00:00:00-03:00,11.591337952348665,PRIO3.SA
2020-12-21 00:00:00-03:00,11.614127278650638,PRIO3.SA
2020-12-22 00:00:00-03:00,11.791616600059072,PRIO3.SA
2020-12-23 00:00:00-03:00,12.52659944145373,PRIO3.SA
2020-12-28 00:00:00-03:00,13.00869373865492,PRIO3.SA
2020-12-29 00:00:00-03:00,13.467971956176875,PRIO3.SA
2020-12-30 00:00:00-03:00,13.966240202388677,PRIO3.SA
2021-01-04 00:00:00-03:00,14.648627329806063,PRIO3.SA
2021-01-05 00:00:00-03:00,15.07085023914108,PRIO3.SA
2021-01-06 00:00:00-03:00,15.3512460898011,PRIO3.SA
2021-01-07 00:00:00-03:00,15.520431191349916,PRIO3.SA
2021-01-08 00:00:00-03:00,15.492103361128802,PRIO3.SA
2021-01-11 00:00:00-03:00,15.558852135226825,PRIO3.SA
2021-01-12 00:00:00-03:00,15.66994011564978,PRIO3.SA
2021-01-13 00:00:00-03:00,15.864114934522842,PRIO3.SA
2021-01-14 00:00:00-03:00,15.872141343374123,PRIO3.SA
2021-01-15 00:00:00-03:00,15.77951407467015,PRIO3.SA
2021-01-18 00:00:00-03:00,15.789077079273007,PRIO3.SA
2021-01-19 00:00:00-03:00,15.790463000875118,PRIO3.SA
2021-01-20 00:00:00-03:00,15.843339763981316,PRIO3.SA
2021-01-21 00:00:00-03:00,15.845144062106083,PRIO3.SA
2021-01-22 00:00:00-03:00,15.850627049672314,PRIO3.SA
2021-01-26 00:00:00-03:00,15.735993892255092,PRIO3.SA
2021-01-27 00:00:00-03:00,15.691288410078224,PRIO3.SA
2021-01-28 00:00:00-03:00,15.314178064687455,PRIO3.SA
2021-01-29 00:00:00-03:00,14.944515360996132,PRIO3.SA
2021-02-01 00:00:00-03:00,14.89860645303503,PRIO3.SA
2021-02-02 00:00:00-03:00,15.245914680131953,PRIO3.SA
2021-02-03 00:00:00-03:00,15.422708389599388,PRIO3.SA
2021-02-04 00:00:00-03:00,15.548640349732349,PRIO3.SA
2021-02-05 00:00:00-03:00,15.762822731129472,PRIO3.SA
2021-02-08 00:00:00-03:00,16.143569027691548,PRIO3.SA
2021-02-09 00:00:00-03:00,16.246805587277414,PRIO3.SA
2021-02-10 00:00:00-03:00,16.28504447181435,PRIO3.SA
2021-02-11 00:00:00-03:00,16.279184376970484,PRIO3.SA
2021-02-12 00:00:00-03:00,16.1925730754574,PRIO3.SA
2021-02-17 00:00:00-03:00,16.78000256042052,PRIO3.SA
2021-02-18 00:00:00-03:00,17.318936122477705,PRIO3.SA
2021-02-19 00:00:00-03:00,17.742062696520193,PRIO3.SA
2021-02-22 00:00:00-03:00,18.259045259020628,PRIO3.SA
2021-02-23 00:00:00-03:00,18.469275286698753,PRIO3.SA
2021-02-24 00:00:00-03:00,18.589317783992005,PRIO3.SA
2021-02-25 00:00:00-03:00,18.549260367722127,PRIO3.SA
2021-02-26 00:00:00-03:00,18.516482537483608,PRIO3.SA
2021-03-01 00:00:00-03:00,18.42298590750146,PRIO3.SA
2021-03-02 00:00:00-03:00,18.246254261822273,PRIO3.SA
2021-03-03 00:00:00-03:00,18.32315306095515,PRIO3.SA
2021-03-04 00:00:00-03:00,18.56343091473237,PRIO3.SA
