Date,Compras,Superior,Inferior,ticker
2022-04-26 00:00:00-03:00,33.91999816894531,36.03121857341213,34.040780785718724,BBAS3.SA
2022-04-29 00:00:00-03:00,33.220001220703125,36.02698729477138,33.257012339017685,BBAS3.SA
2022-06-06 00:00:00-03:00,35.7599983215332,37.807946974138275,35.782051652570715,BBAS3.SA
2022-06-07 00:00:00-03:00,35.5099983215332,37.59325821263247,35.53874023097105,BBAS3.SA
2022-06-08 00:00:00-03:00,35.189998626708984,37.393358715830885,35.26263951414958,BBAS3.SA
2022-06-10 00:00:00-03:00,34.54999923706055,36.96253882424241,34.729459466773214,BBAS3.SA
2022-06-13 00:00:00-03:00,33.7599983215332,37.094378605664005,34.13561941069342,BBAS3.SA
2022-06-14 00:00:00-03:00,33.52000045776367,36.97624502833512,33.633753293198076,BBAS3.SA
2022-06-21 00:00:00-03:00,32.97999954223633,35.522140453373225,33.12185826488849,BBAS3.SA
2022-09-06 00:00:00-03:00,39.630001068115234,43.01427524791506,40.34772578968259,BBAS3.SA
2022-09-08 00:00:00-03:00,39.459999084472656,43.212191170366715,39.87580931791454,BBAS3.SA
2022-09-26 00:00:00-03:00,39.02999877929688,41.21151474766312,39.22848540492477,BBAS3.SA
2022-09-27 00:00:00-03:00,38.540000915527344,41.32406160598063,38.7799384855721,BBAS3.SA
2022-11-10 00:00:00-03:00,36.33000183105469,39.35317939609319,36.57282081752985,BBAS3.SA
2022-11-11 00:00:00-03:00,35.52000045776367,39.41405461889479,35.897945655763415,BBAS3.SA
2022-11-17 00:00:00-03:00,34.5,39.24806322249568,34.54593702164494,BBAS3.SA
