Date,Compras,Superior,Inferior,ticker
2022-06-06 00:00:00-03:00,27.059999465942383,28.78605473987934,27.079944863392143,PRIO3.SA
2022-06-13 00:00:00-03:00,26.030000686645508,28.625468255522797,26.408531378266268,PRIO3.SA
2022-06-14 00:00:00-03:00,25.63999938964844,28.666012114822962,25.897987442672154,PRIO3.SA
2022-06-15 00:00:00-03:00,25.26000022888184,28.586879493035518,25.399120186529913,PRIO3.SA
2022-06-17 00:00:00-03:00,23.040000915527344,28.644577244471733,24.209422465611276,PRIO3.SA
2022-06-20 00:00:00-03:00,22.84000015258789,28.583035333224025,23.276964514188087,PRIO3.SA
2022-06-22 00:00:00-03:00,21.270000457763672,28.290609466351043,21.49539059468411,PRIO3.SA
2022-06-23 00:00:00-03:00,20.46999931335449,27.762582465479106,20.557417610814838,PRIO3.SA
2022-08-19 00:00:00-03:00,23.96999931335449,25.6946861932987,23.971313409972787,PRIO3.SA
2022-08-22 00:00:00-03:00,23.420000076293945,25.803366553933497,23.616633140890723,PRIO3.SA
2022-09-27 00:00:00-03:00,27.18000030517578,29.118089512916814,27.289911051658382,PRIO3.SA
2022-11-17 00:00:00-03:00,35.79999923706055,38.24955441640964,35.812446621188016,PRIO3.SA
2022-11-18 00:00:00-03:00,34.5,38.52157150394216,35.09242919796214,PRIO3.SA
2022-11-21 00:00:00-03:00,34.4900016784668,38.45430681952309,34.52769391289879,PRIO3.SA
2022-12-07 00:00:00-03:00,32.66999816894531,37.29841138374106,33.523587975389795,PRIO3.SA
