Date,Vendas,Superior,Inferior,ticker
2020-12-04 00:00:00-03:00,28.100000381469727,27.679521417178336,25.30847830816346,PETR3.SA
2020-12-17 00:00:00-03:00,28.920000076293945,28.81986922809177,27.168130497250026,PETR3.SA
2021-01-04 00:00:00-03:00,29.5,29.375538433981546,27.746461688088765,PETR3.SA
2021-01-05 00:00:00-03:00,30.399999618530277,29.93844565099907,27.551554501588818,PETR3.SA
2021-01-06 00:00:00-03:00,30.75,30.457032367302965,27.39896777002614,PETR3.SA
2021-01-07 00:00:00-03:00,31.649999618530277,31.215192971793833,27.246806921394644,PETR3.SA
2021-02-03 00:00:00-03:00,29.299999237060547,29.20877476033008,27.281225010788084,PETR3.SA
2021-03-11 00:00:00-03:00,22.950000762939453,22.7648209985914,20.95517907770255,PETR3.SA
2021-03-15 00:00:00-03:00,23.26000022888184,23.213648887060586,20.866351418115194,PETR3.SA
2021-03-31 00:00:00-03:00,23.940000534057617,23.91555923492696,22.500440368344528,PETR3.SA
2021-04-14 00:00:00-03:00,24.1200008392334,24.05622980181282,23.4277705949157,PETR3.SA
2021-05-07 00:00:00-03:00,23.93000030517578,23.778625346523228,22.553374241489465,PETR3.SA
2021-05-10 00:00:00-03:00,24.229999542236328,24.0541240014797,22.463875647568152,PETR3.SA
2021-05-11 00:00:00-03:00,24.549999237060547,24.388498380524357,22.49150116171197,PETR3.SA
2021-05-14 00:00:00-03:00,25.63999938964844,25.299869641968623,22.51012982397376,PETR3.SA
2021-05-17 00:00:00-03:00,25.940000534057617,25.799901931332926,22.596097595644615,PETR3.SA
2021-05-28 00:00:00-03:00,26.709999084472656,26.279198187971318,24.912802010392937,PETR3.SA
2021-05-31 00:00:00-03:00,26.649999618530277,26.50503451343706,24.828965501821727,PETR3.SA
2021-06-01 00:00:00-03:00,27.229999542236328,26.94601921123687,24.71398063617524,PETR3.SA
2021-06-02 00:00:00-03:00,28.57999992370605,27.832469502987667,24.439530237612917,PETR3.SA
2021-06-04 00:00:00-03:00,28.93000030517578,28.57182752641818,24.452172259958775,PETR3.SA
2021-06-24 00:00:00-03:00,29.88999938964844,29.85186840740773,28.756131394228014,PETR3.SA
2021-06-30 00:00:00-03:00,30.290000915527344,30.136877366158952,28.683123091604717,PETR3.SA
2021-07-28 00:00:00-03:00,28.34000015258789,28.24763384632725,26.95836667247158,PETR3.SA
2021-08-05 00:00:00-03:00,29.270000457763672,28.869783836334022,26.762216514618125,PETR3.SA
2021-09-23 00:00:00-03:00,27.559999465942383,27.48321546040515,25.256783547773562,PETR3.SA
2021-10-04 00:00:00-03:00,29.3799991607666,29.32545162546634,26.14054759633542,PETR3.SA
2021-10-05 00:00:00-03:00,29.8700008392334,29.613881346348712,26.700118211146403,PETR3.SA
2021-11-23 00:00:00-03:00,28.729999542236328,28.38932151447075,26.964678195612258,PETR3.SA
2021-11-24 00:00:00-03:00,29.290000915527344,28.88932695430506,26.812673091471307,PETR3.SA
2021-11-25 00:00:00-03:00,30.5,29.753021091954885,26.584979014856636,PETR3.SA
2021-12-07 00:00:00-03:00,31.190000534057617,30.986392548911635,29.161607786781726,PETR3.SA
2021-12-10 00:00:00-03:00,31.489999771118164,31.484542615870517,29.60145744516464,PETR3.SA
2022-01-03 00:00:00-03:00,31.520000457763672,31.370019199393703,30.08198160932212,PETR3.SA
2022-01-04 00:00:00-03:00,31.920000076293945,31.69819910044091,29.979801540428234,PETR3.SA
2022-01-11 00:00:00-03:00,31.989999771118164,31.886648868097136,30.289351345525912,PETR3.SA
2022-01-12 00:00:00-03:00,33.04999923706055,32.51215374958288,30.061846418263798,PETR3.SA
2022-01-13 00:00:00-03:00,33.849998474121094,33.28128853006423,29.87271118001878,PETR3.SA
2022-01-14 00:00:00-03:00,34.560001373291016,34.09944613178059,29.826553700372735,PETR3.SA
2022-01-25 00:00:00-03:00,35.79999923706055,35.45626017935356,33.39174015633979,PETR3.SA
2022-01-26 00:00:00-03:00,36.84999847412109,36.10935758372719,33.49864259937827,PETR3.SA
2022-01-27 00:00:00-03:00,36.9900016784668,36.67510947762003,33.56089134635457,PETR3.SA
2022-02-11 00:00:00-03:00,37.20000076293945,36.6804430274281,34.65555703360705,PETR3.SA
2022-03-02 00:00:00-03:00,37.52000045776367,37.139231092516255,35.404768388684914,PETR3.SA
2022-04-07 00:00:00-03:00,36.68999862670898,36.06148255954265,34.03651777615071,PETR3.SA
2022-04-08 00:00:00-03:00,37.09000015258789,36.6568347186618,33.85916564754913,PETR3.SA
2022-04-13 00:00:00-03:00,37.540000915527344,37.527000435365615,34.40699919842344,PETR3.SA
2022-05-05 00:00:00-03:00,34.38999938964844,34.333983955366826,32.58001522065856,PETR3.SA
2022-05-06 00:00:00-03:00,35.689998626708984,35.05984619886201,32.31815291612822,PETR3.SA
2022-05-11 00:00:00-03:00,36.43999862670898,36.013687519204424,32.55831107698698,PETR3.SA
2022-05-12 00:00:00-03:00,36.58000183105469,36.56804601479117,32.63395288657602,PETR3.SA
