Date,Vendas,Superior,Inferior,ticker
2022-05-17 00:00:00-03:00,15.829999923706056,15.723163186455418,14.712836683844875,ASAI3.SA
2022-05-20 00:00:00-03:00,15.960000038146973,15.896321142263798,14.887678682260127,ASAI3.SA
2022-07-07 00:00:00-03:00,15.130000114440918,15.080722641450587,14.255277419584571,ASAI3.SA
2022-07-08 00:00:00-03:00,15.279999732971191,15.187643338972858,14.210356615250774,ASAI3.SA
2022-07-11 00:00:00-03:00,15.350000381469728,15.342065729730868,14.185934338933682,ASAI3.SA
2022-07-22 00:00:00-03:00,15.649999618530272,15.607070997804742,15.23492881908979,ASAI3.SA
2022-07-27 00:00:00-03:00,16.360000610351562,16.008052322801923,15.123947646680497,ASAI3.SA
2022-07-28 00:00:00-03:00,16.190000534057617,16.161628487852127,15.144371649476975,ASAI3.SA
2022-08-03 00:00:00-03:00,16.559999465942383,16.430456347428013,15.23754387382443,ASAI3.SA
2022-08-04 00:00:00-03:00,16.829999923706055,16.689028790971683,15.262971445539549,ASAI3.SA
2022-08-05 00:00:00-03:00,17.030000686645508,16.957777466109768,15.270222984024507,ASAI3.SA
2022-08-08 00:00:00-03:00,17.31999969482422,17.243897695042342,15.348102694056776,ASAI3.SA
2022-08-29 00:00:00-03:00,18.36000061035156,18.245056636886176,17.726944248123587,ASAI3.SA
2022-09-01 00:00:00-03:00,18.770000457763672,18.602448202540128,17.633552239964754,ASAI3.SA
2022-09-02 00:00:00-03:00,18.899999618530277,18.802407093237676,17.657593135644163,ASAI3.SA
2022-09-05 00:00:00-03:00,19.450000762939453,19.171500401181515,17.574499888735478,ASAI3.SA
2022-09-06 00:00:00-03:00,19.46999931335449,19.432810299376122,17.63518973114146,ASAI3.SA
2022-10-03 00:00:00-03:00,18.43000030517578,18.39959252414104,17.556407994657793,ASAI3.SA
2022-10-10 00:00:00-03:00,18.790000915527344,18.6015986376332,17.58240214056504,ASAI3.SA
2022-10-11 00:00:00-03:00,19.020000457763672,18.858036554737122,17.573964177684754,ASAI3.SA
2022-10-13 00:00:00-03:00,19.46999931335449,19.222336203269915,17.513664239234966,ASAI3.SA
2022-10-17 00:00:00-03:00,19.739999771118164,19.61894458011292,17.783055847133173,ASAI3.SA
2022-10-31 00:00:00-03:00,19.81999969482422,19.42101005388189,17.20099006818842,ASAI3.SA
2022-11-01 00:00:00-03:00,19.88999938964844,19.819559836517094,17.19644014822412,ASAI3.SA
2022-11-03 00:00:00-03:00,20.3700008392334,20.284388807705383,17.135611268588562,ASAI3.SA
2022-11-24 00:00:00-03:00,19.809999465942383,19.800516334867513,19.21948335995671,ASAI3.SA
2022-11-30 00:00:00-03:00,20.049999237060547,19.919790671186764,19.074208428544683,ASAI3.SA
2022-12-02 00:00:00-03:00,20.540000915527344,20.260102423358013,19.047896996808,ASAI3.SA
2022-12-21 00:00:00-03:00,20.190000534057617,20.050296639920948,18.517703390596633,ASAI3.SA
