Date,Superior,ticker
2022-06-01 00:00:00-03:00,,AMER3.SA
2022-06-02 00:00:00-03:00,,AMER3.SA
2022-06-03 00:00:00-03:00,,AMER3.SA
2022-06-06 00:00:00-03:00,,AMER3.SA
2022-06-07 00:00:00-03:00,,AMER3.SA
2022-06-08 00:00:00-03:00,,AMER3.SA
2022-06-09 00:00:00-03:00,,AMER3.SA
2022-06-10 00:00:00-03:00,,AMER3.SA
2022-06-13 00:00:00-03:00,,AMER3.SA
2022-06-14 00:00:00-03:00,19.975755311818936,AMER3.SA
2022-06-15 00:00:00-03:00,19.38994663683397,AMER3.SA
2022-06-17 00:00:00-03:00,18.497999398713997,AMER3.SA
2022-06-20 00:00:00-03:00,17.777380499667306,AMER3.SA
2022-06-21 00:00:00-03:00,17.162872438058827,AMER3.SA
2022-06-22 00:00:00-03:00,16.518921425279483,AMER3.SA
2022-06-23 00:00:00-03:00,15.861672218972393,AMER3.SA
2022-06-24 00:00:00-03:00,14.619617160289417,AMER3.SA
2022-06-27 00:00:00-03:00,14.07703289883898,AMER3.SA
2022-06-28 00:00:00-03:00,14.018560740198623,AMER3.SA
2022-06-29 00:00:00-03:00,14.01373403687458,AMER3.SA
2022-06-30 00:00:00-03:00,13.934867314144721,AMER3.SA
2022-07-01 00:00:00-03:00,14.020497937208768,AMER3.SA
2022-07-04 00:00:00-03:00,14.099995706188187,AMER3.SA
2022-07-05 00:00:00-03:00,14.159404963857979,AMER3.SA
2022-07-06 00:00:00-03:00,14.80699943184197,AMER3.SA
2022-07-07 00:00:00-03:00,15.261353225168872,AMER3.SA
2022-07-08 00:00:00-03:00,15.747434852125961,AMER3.SA
2022-07-11 00:00:00-03:00,16.06522495272733,AMER3.SA
2022-07-12 00:00:00-03:00,16.75879378746575,AMER3.SA
2022-07-13 00:00:00-03:00,17.21288410502117,AMER3.SA
2022-07-14 00:00:00-03:00,17.558771310428135,AMER3.SA
2022-07-15 00:00:00-03:00,17.593090927728763,AMER3.SA
2022-07-18 00:00:00-03:00,17.199720453182408,AMER3.SA
2022-07-19 00:00:00-03:00,16.896498559867954,AMER3.SA
2022-07-20 00:00:00-03:00,17.048143358708007,AMER3.SA
2022-07-21 00:00:00-03:00,17.15141009671629,AMER3.SA
2022-07-22 00:00:00-03:00,17.142480047279243,AMER3.SA
2022-07-25 00:00:00-03:00,17.14895760626846,AMER3.SA
2022-07-26 00:00:00-03:00,17.18927938820699,AMER3.SA
2022-07-27 00:00:00-03:00,17.08541875553427,AMER3.SA
2022-07-28 00:00:00-03:00,16.960758281010925,AMER3.SA
2022-07-29 00:00:00-03:00,17.025216571313695,AMER3.SA
2022-08-01 00:00:00-03:00,17.076708726670642,AMER3.SA
2022-08-02 00:00:00-03:00,16.97306949337198,AMER3.SA
2022-08-03 00:00:00-03:00,16.518380081488647,AMER3.SA
2022-08-04 00:00:00-03:00,15.952197254559724,AMER3.SA
2022-08-05 00:00:00-03:00,15.66264217788167,AMER3.SA
2022-08-08 00:00:00-03:00,15.413107298789509,AMER3.SA
2022-08-09 00:00:00-03:00,15.363717987028265,AMER3.SA
2022-08-10 00:00:00-03:00,15.12434125304097,AMER3.SA
2022-08-11 00:00:00-03:00,14.955571577786776,AMER3.SA
2022-08-12 00:00:00-03:00,15.016694278177443,AMER3.SA
2022-08-15 00:00:00-03:00,15.334031069124217,AMER3.SA
2022-08-16 00:00:00-03:00,15.544129915313844,AMER3.SA
2022-08-17 00:00:00-03:00,15.472169021815976,AMER3.SA
2022-08-18 00:00:00-03:00,15.272808643248494,AMER3.SA
2022-08-19 00:00:00-03:00,15.29156255103963,AMER3.SA
2022-08-22 00:00:00-03:00,15.764496106596564,AMER3.SA
2022-08-23 00:00:00-03:00,17.217192636284086,AMER3.SA
2022-08-24 00:00:00-03:00,18.155483414832485,AMER3.SA
2022-08-25 00:00:00-03:00,19.005736740194912,AMER3.SA
2022-08-26 00:00:00-03:00,19.392315692487504,AMER3.SA
2022-08-29 00:00:00-03:00,19.642283929531946,AMER3.SA
2022-08-30 00:00:00-03:00,19.783077698071203,AMER3.SA
2022-08-31 00:00:00-03:00,19.76997318959211,AMER3.SA
