,Fechamento baixa,Data baixa,Fechamento alta,Data alta,ticker
0,19.09364891052246,2005-03-30 03:00:00,19.09364891052246,2005-03-30 03:00:00,AMER3.SA
1,14.995843887329102,2005-04-06 03:00:00,18.546096801757812,2005-04-01 03:00:00,AMER3.SA
2,13.07058334350586,2005-05-16 03:00:00,15.808340072631836,2005-05-31 03:00:00,AMER3.SA
3,15.013506889343262,2005-06-06 03:00:00,16.55901527404785,2005-06-02 03:00:00,AMER3.SA
4,15.896655082702637,2005-07-01 03:00:00,19.517559051513672,2005-07-20 03:00:00,AMER3.SA
5,19.429244995117188,2005-08-01 03:00:00,22.829362869262695,2005-08-29 03:00:00,AMER3.SA
6,22.343631744384766,2005-09-05 03:00:00,25.611276626586914,2005-09-26 03:00:00,AMER3.SA
7,26.317794799804688,2005-10-18 02:00:00,28.693462371826172,2005-10-07 03:00:00,AMER3.SA
8,28.30487632751465,2005-11-11 02:00:00,32.65879440307617,2005-11-30 02:00:00,AMER3.SA
9,33.55960464477539,2005-12-01 02:00:00,40.88972854614258,2005-12-13 02:00:00,AMER3.SA
10,36.20904541015625,2006-01-03 02:00:00,45.879512786865234,2006-01-30 02:00:00,AMER3.SA
11,40.97804260253906,2006-02-07 02:00:00,51.929073333740234,2006-02-17 02:00:00,AMER3.SA
12,42.479393005371094,2006-03-08 03:00:00,49.41210174560547,2006-03-31 03:00:00,AMER3.SA
13,47.2042350769043,2006-04-19 03:00:00,51.23138427734375,2006-04-06 03:00:00,AMER3.SA
14,34.88432693481445,2006-05-24 03:00:00,49.89783477783203,2006-05-01 03:00:00,AMER3.SA
15,31.175106048583984,2006-06-13 03:00:00,40.23619842529297,2006-06-01 03:00:00,AMER3.SA
16,33.55077362060547,2006-07-18 03:00:00,40.624786376953125,2006-07-04 03:00:00,AMER3.SA
17,32.85308837890625,2006-08-04 03:00:00,39.38837814331055,2006-08-30 03:00:00,AMER3.SA
18,36.20021438598633,2006-09-22 03:00:00,41.94950485229492,2006-09-08 03:00:00,AMER3.SA
19,34.49574279785156,2006-10-06 03:00:00,38.858489990234375,2006-10-24 03:00:00,AMER3.SA
20,39.75046920776367,2006-11-01 03:00:00,57.395755767822266,2006-11-24 02:00:00,AMER3.SA
21,56.9630126953125,2006-12-11 02:00:00,61.8203239440918,2006-12-04 02:00:00,AMER3.SA
22,55.064247131347656,2007-01-29 02:00:00,65.35291290283203,2007-01-04 02:00:00,AMER3.SA
23,59.87739944458008,2007-02-08 02:00:00,65.35291290283203,2007-02-26 03:00:00,AMER3.SA
24,56.51260757446289,2007-03-05 03:00:00,63.40998840332031,2007-03-21 03:00:00,AMER3.SA
25,61.99695587158203,2007-04-24 03:00:00,66.20956420898438,2007-04-27 03:00:00,AMER3.SA
26,67.82572937011719,2007-05-23 03:00:00,73.47787475585938,2007-05-09 03:00:00,AMER3.SA
27,67.9140396118164,2007-06-12 03:00:00,73.75164794921875,2007-06-15 03:00:00,AMER3.SA
28,69.7686538696289,2007-07-31 03:00:00,78.7767562866211,2007-07-23 03:00:00,AMER3.SA
29,60.40728759765625,2007-08-20 03:00:00,75.08519744873047,2007-08-08 03:00:00,AMER3.SA
30,63.5689582824707,2007-09-10 03:00:00,75.59742736816406,2007-09-28 03:00:00,AMER3.SA
31,73.83995819091797,2007-10-04 03:00:00,82.04440307617188,2007-10-29 02:00:00,AMER3.SA
32,65.79448699951172,2007-11-27 02:00:00,82.91871643066406,2007-11-01 02:00:00,AMER3.SA
