,Data compra,Valor compra,Data venda,Valor venda,Lucro,Taxa retorno,ticker
0,2018-04-30 03:00:00,5.53000020980835,2018-05-22 03:00:00,6.550000190734863,1.0199999809265137,16.92772252927169,HAPV3.SA
1,2018-06-18 03:00:00,5.276000022888184,2018-07-24 03:00:00,6.019999980926514,0.7439999580383301,13.191901695913858,HAPV3.SA
2,2018-08-17 03:00:00,4.880000114440918,2018-09-10 03:00:00,5.156000137329102,0.2760000228881836,5.501586839569144,HAPV3.SA
3,2018-10-05 03:00:00,4.6620001792907715,2018-10-25 03:00:00,5.190000057220459,0.5279998779296875,10.728912913146015,HAPV3.SA
4,2018-11-06 02:00:00,5.130000114440918,2018-11-28 02:00:00,5.771999835968018,0.6419997215270996,11.791293100220562,HAPV3.SA
5,2018-12-10 02:00:00,5.699999809265137,2018-12-28 02:00:00,6.239999771118164,0.5399999618530273,9.051400432330697,HAPV3.SA
6,2019-01-03 02:00:00,6.078000068664551,2019-01-21 02:00:00,6.880000114440918,0.8020000457763672,12.39429627872775,HAPV3.SA
7,2019-02-22 03:00:00,6.302000045776367,2019-03-11 03:00:00,6.604000091552734,0.3020000457763672,4.680848932223905,HAPV3.SA
8,2019-04-08 03:00:00,5.599999904632568,2019-05-23 03:00:00,7.5,1.9000000953674316,29.213643983105985,HAPV3.SA
9,2019-06-04 03:00:00,7.242000102996826,2019-06-28 03:00:00,7.886000156402588,0.6440000534057617,8.519162972277655,HAPV3.SA
10,2019-07-03 03:00:00,7.400000095367432,2019-07-18 03:00:00,8.739999771118164,1.3399996757507324,16.643015038197593,HAPV3.SA
11,2019-08-01 03:00:00,8.253999710083008,2019-08-30 03:00:00,10.342000007629395,2.0880002975463867,22.551537850577372,HAPV3.SA
12,2019-09-09 03:00:00,9.616000175476074,2019-09-30 03:00:00,10.770000457763672,1.1540002822875977,11.33361376306916,HAPV3.SA
13,2019-10-02 03:00:00,10.5,2019-10-18 03:00:00,11.503999710083008,1.0039997100830078,9.13195186138053,HAPV3.SA
14,2019-11-19 03:00:00,10.73799991607666,2019-11-25 03:00:00,11.557999610900879,0.8199996948242188,7.358896004583667,HAPV3.SA
15,2019-12-10 03:00:00,10.923999786376953,2019-12-26 03:00:00,12.880000114440918,1.9560003280639648,16.47135455053005,HAPV3.SA
16,2020-01-31 03:00:00,12.013999938964844,2020-02-03 03:00:00,12.359999656677246,0.34599971771240234,2.839279290498871,HAPV3.SA
17,2020-03-18 03:00:00,6.343999862670898,2020-04-29 03:00:00,10.869999885559082,4.526000022888184,53.84972279195123,HAPV3.SA
18,2020-05-15 03:00:00,9.380000114440918,2020-05-28 03:00:00,11.001999855041504,1.621999740600586,15.949728605895915,HAPV3.SA
19,2020-06-01 03:00:00,10.899999618530273,2020-06-29 03:00:00,12.619999885559082,1.7200002670288086,14.652009380697372,HAPV3.SA
20,2020-07-13 03:00:00,11.791999816894531,2020-07-30 03:00:00,13.239999771118164,1.4479999542236328,11.582121330267366,HAPV3.SA
21,2020-08-12 03:00:00,12.26200008392334,2020-09-01 03:00:00,13.79800033569336,1.5360002517700195,11.801862226837185,HAPV3.SA
22,2020-10-02 03:00:00,12.359999656677246,2020-10-14 03:00:00,13.473999977111816,1.1140003204345703,8.629647658715308,HAPV3.SA
23,2020-11-03 03:00:00,13.065999984741211,2020-11-13 03:00:00,14.657999992370605,1.5920000076293945,11.497282573243035,HAPV3.SA
24,2020-12-01 03:00:00,14.420000076293945,2020-12-29 03:00:00,15.520000457763672,1.1000003814697266,7.3513407102508905,HAPV3.SA
25,2021-01-06 03:00:00,14.109999656677246,2021-01-11 03:00:00,18.200000762939453,4.090001106262207,25.453789446965143,HAPV3.SA
26,2021-02-26 03:00:00,15.5,2021-03-02 03:00:00,16.399999618530273,0.8999996185302734,5.644128764460232,HAPV3.SA
27,2021-04-30 03:00:00,14.4399995803833,2021-05-31 03:00:00,16.0,1.5600004196166992,10.25866178344296,HAPV3.SA
28,2021-06-14 03:00:00,15.119999885559082,2021-07-13 03:00:00,15.479999542236328,0.3599996566772461,2.353047540774091,HAPV3.SA
29,2021-08-10 03:00:00,13.9399995803833,2021-08-20 03:00:00,15.529999732971191,1.5900001525878906,10.8011244735461,HAPV3.SA
30,2021-09-30 03:00:00,13.59000015258789,2021-10-01 03:00:00,13.4399995803833,-0.15000057220458984,-1.1098935517483595,HAPV3.SA
31,2021-11-30 03:00:00,10.90999984741211,2021-12-13 03:00:00,11.550000190734863,0.6400003433227539,5.700566762272176,HAPV3.SA
32,2022-01-05 03:00:00,9.359999656677246,2022-01-31 03:00:00,12.65999984741211,3.3000001907348633,30.20021508535555,HAPV3.SA
33,2022-02-08 03:00:00,11.380000114440918,2022-02-15 03:00:00,12.770000457763672,1.390000343322754,11.52412671367456,HAPV3.SA
34,2022-03-15 03:00:00,11.270000457763672,2022-04-01 03:00:00,12.350000381469727,1.0799999237060547,9.151172529264393,HAPV3.SA
35,2022-05-17 03:00:00,6.519999980926514,2022-06-01 03:00:00,6.639999866485596,0.11999988555908203,1.8237570367570943,HAPV3.SA
36,2022-07-26 03:00:00,5.5,2022-08-25 03:00:00,8.069999694824219,2.5699996948242188,38.340535222734964,HAPV3.SA
37,2022-09-16 03:00:00,7.449999809265137,2022-10-04 03:00:00,8.270000457763672,0.8200006484985352,10.442055759844388,HAPV3.SA
38,2022-11-28 03:00:00,5.139999866485596,2022-12-02 03:00:00,5.230000019073486,0.09000015258789062,1.7358228232261308,HAPV3.SA
0,2000-01-04 02:00:00,2.603332996368408,2000-01-18 02:00:00,2.793333053588867,0.19000005722045898,7.044297993116759,BBAS3.SA
1,2000-02-29 03:00:00,2.483333110809326,2000-03-08 03:00:00,2.5666658878326416,0.08333277702331543,3.3006082633282823,BBAS3.SA
2,2000-04-14 03:00:00,1.8333330154418945,2000-05-02 03:00:00,2.063333034515381,0.23000001907348633,11.818702303049717,BBAS3.SA
3,2000-06-14 03:00:00,1.9066660404205322,2000-06-21 03:00:00,2.2666659355163574,0.3599998950958252,17.295381267481332,BBAS3.SA
4,2000-07-18 03:00:00,2.0333330631256104,2000-08-14 03:00:00,2.1466660499572754,0.11333298683166504,5.423961453902483,BBAS3.SA
5,2000-09-18 03:00:00,2.069999933242798,2000-09-25 03:00:00,2.236665964126587,0.16666603088378906,7.743777318663336,BBAS3.SA
6,2000-10-23 02:00:00,1.8333330154418945,2000-11-13 02:00:00,2.0766661167144775,0.243333101272583,12.462814913175766,BBAS3.SA
7,2000-12-01 02:00:00,1.8899999856948853,2000-12-13 02:00:00,2.1466660499572754,0.25666606426239014,12.733914265842047,BBAS3.SA
8,2001-01-02 02:00:00,2.109999895095825,2001-01-23 02:00:00,2.813333034515381,0.7033331394195557,28.768201595448296,BBAS3.SA
9,2001-02-20 03:00:00,2.3433330059051514,2001-03-02 03:00:00,2.6966660022735596,0.3533329963684082,14.044191859964887,BBAS3.SA
10,2001-04-02 03:00:00,2.313333034515381,2001-04-12 03:00:00,3.200000047683716,0.886667013168335,32.44614680282724,BBAS3.SA
11,2001-05-29 03:00:00,2.613332986831665,2001-06-28 03:00:00,3.450000047683716,0.8366670608520508,27.774783176036124,BBAS3.SA
12,2001-07-30 03:00:00,2.9000000953674316,2001-08-09 03:00:00,3.309999942779541,0.4099998474121094,13.223740222407462,BBAS3.SA
13,2001-09-28 03:00:00,2.4600000381469727,2001-10-22 02:00:00,2.6266660690307617,0.16666603088378906,6.5554022224121615,BBAS3.SA
14,2001-11-01 02:00:00,2.5899999141693115,2001-11-27 02:00:00,3.2633330821990967,0.6733331680297852,23.10912483457681,BBAS3.SA
15,2001-12-05 02:00:00,3.173332929611206,2001-12-27 02:00:00,3.5799999237060547,0.40666699409484863,12.0580346189654,BBAS3.SA
16,2002-01-31 02:00:00,3.0,2002-02-25 03:00:00,3.7300000190734863,0.7300000190734863,21.779595010114967,BBAS3.SA
17,2002-03-01 03:00:00,3.5999999046325684,2002-03-20 03:00:00,4.166666030883789,0.5666661262512207,14.618238408113282,BBAS3.SA
18,2002-04-02 03:00:00,3.916666030883789,2002-04-12 03:00:00,5.066666126251221,1.1500000953674316,25.744224292867013,BBAS3.SA
19,2002-05-07 03:00:00,3.8933329582214355,2002-05-31 03:00:00,4.366665840148926,0.47333288192749023,11.473415987537358,BBAS3.SA
20,2002-06-21 03:00:00,2.9100000858306885,2002-07-18 03:00:00,3.673332929611206,0.7633328437805176,23.29462944719647,BBAS3.SA
21,2002-08-14 03:00:00,2.866666078567505,2002-08-27 03:00:00,3.733333110809326,0.8666670322418213,26.41517205878317,BBAS3.SA
22,2002-09-30 03:00:00,2.6700000762939453,2002-10-30 03:00:00,3.303333044052124,0.6333329677581787,21.28534711145985,BBAS3.SA
23,2002-11-26 02:00:00,3.2633330821990967,2002-12-11 02:00:00,3.366666078567505,0.1033329963684082,3.11738695782176,BBAS3.SA
24,2003-01-27 02:00:00,3.0999999046325684,2003-02-11 02:00:00,3.2733330726623535,0.17333316802978516,5.440667333613022,BBAS3.SA
25,2003-03-05 03:00:00,3.2666659355163574,2003-03-27 03:00:00,3.596666097640991,0.3300001621246338,9.623745920587524,BBAS3.SA
26,2003-04-01 03:00:00,3.563333034515381,2003-04-29 03:00:00,4.5,0.9366669654846191,23.338104426654084,BBAS3.SA
27,2003-05-06 03:00:00,4.25,2003-05-30 03:00:00,5.099999904632568,0.8499999046325684,18.2321538094458,BBAS3.SA
28,2003-06-27 03:00:00,4.300000190734863,2003-07-25 03:00:00,4.8333330154418945,0.5333328247070312,11.69212279313136,BBAS3.SA
29,2003-08-01 03:00:00,4.633333206176758,2003-08-27 03:00:00,5.266665935516357,0.6333327293395996,12.812098851412301,BBAS3.SA
30,2003-09-26 03:00:00,5.170000076293945,2003-10-28 02:00:00,6.466666221618652,1.296666145324707,22.378800530192546,BBAS3.SA
31,2003-11-05 02:00:00,6.416666030883789,2003-11-28 02:00:00,8.166666030883789,1.75,24.116207804897126,BBAS3.SA
32,2003-12-29 02:00:00,7.813333034515381,2004-01-06 02:00:00,8.866665840148926,1.053332805633545,12.646719610716978,BBAS3.SA
33,2004-02-05 02:00:00,6.933332920074463,2004-02-17 03:00:00,7.8333330154418945,0.9000000953674316,12.204745346560099,BBAS3.SA
34,2004-03-11 03:00:00,7.199999809265137,2004-03-18 03:00:00,8.0,0.8000001907348633,10.536054214877982,BBAS3.SA
35,2004-04-29 03:00:00,6.3333330154418945,2004-05-28 03:00:00,6.949999809265137,0.6166667938232422,9.291499182789071,BBAS3.SA
36,2004-06-03 03:00:00,6.873332977294922,2004-06-30 03:00:00,7.5,0.6266670227050781,8.725388242152487,BBAS3.SA
37,2004-07-08 03:00:00,7.383333206176758,2004-07-20 03:00:00,7.866665840148926,0.48333263397216797,6.340912769670945,BBAS3.SA
38,2004-08-05 03:00:00,7.3333330154418945,2004-08-30 03:00:00,8.266666412353516,0.9333333969116211,11.980121239776613,BBAS3.SA
39,2004-09-13 03:00:00,7.900000095367432,2004-09-30 03:00:00,8.399999618530273,0.4999995231628418,6.136888889140171,BBAS3.SA
40,2004-10-01 03:00:00,8.59666633605957,2004-10-21 03:00:00,9.5,0.9033336639404297,9.99173058389439,BBAS3.SA
41,2004-11-01 03:00:00,9.399999618530273,2004-11-22 02:00:00,10.683333396911621,1.2833337783813477,12.797525195566351,BBAS3.SA
42,2004-12-01 02:00:00,10.533332824707031,2004-12-14 02:00:00,11.166666030883789,0.6333332061767578,5.838830958968089,BBAS3.SA
43,2005-01-10 02:00:00,10.066665649414062,2005-02-18 02:00:00,12.333333015441895,2.266667366027832,20.307606354000686,BBAS3.SA
44,2005-03-29 03:00:00,9.283332824707031,2005-04-25 03:00:00,10.0,0.7166671752929688,7.43644700780526,BBAS3.SA
45,2005-05-02 03:00:00,9.733332633972168,2005-05-04 03:00:00,10.376666069030762,0.6433334350585938,6.400328943724755,BBAS3.SA
